Tiếng Việt,Tiếng BaNa
"Công an tỉnh: Xây dựng và thực hiện các phương án bảo vệ, bảo đảm an ninh, an toàn cho kỳ thi.","Koâng an tinh: Tôjung pôm oeêng pôm rim tôdrong jö vei, tômaên tôl an ninh, an toan aên maêng tôjroh"
"UBND các huyện, thị xã, thành phố","UBND rim hueân, thi xa, thanh phoâÊ"
Phối hợp với Sở Nội vụ thực hiện các nhiệm vụ theo phân công của UBND tỉnh và Hội đồng tuyển dụng viên chức ngành giáo dục và đào tạo tỉnh.,Adriêng Sô Noâi vu pôm rim tôdrong ‘boi phaân koâng ñôêng UBND tinh oeêng Hoâi ñoâng tueân juêng vieân chöêk nganh giaêo yuêk oeêng ñao tao tinh
"Thông báo và niêm yết công khai tại trụ sở của UBND các huyện, thị xã, thành phố:","Pôtho khan oeêng nieâm yeât koâng khai lôêm tru sô ñôêng UBND rim hueân, thi xa, thanh phoâÊ"
"Kế hoạch tuyển dụng, chỉ tiêu, điều kiện, tiêu chuẩn dự tuyển viên chức ngành giáo dục và đào tạo;","Glong pônhroh tueân juêng, chi tieâu, ñieâu kieân, tieâu chuaân yöê tueân vieân chöêk nganh giaêo yuêk oeêng ñao tao"
"Nội dung, hình thức thi tuyển;","Noâi jung, tôdong thi tueân"
"Thời gian, địa điểm tiếp nhận phiếu đăng ký dự tuyển.","Jônang, dônoê tieâp ‘yoêk phieâÊu ñaêng kyê yöê tueân"
"Quyết định tuyển dụng viên chức, chỉ đạo ký kết hợp đồng làm việc","KueâÊt ñinh tueân juêng vieân chöêk, pôgôl kyê keât hôêp ñoâng pôm bieâk"
Phân công người hướng dẫn tập sự đối với các thí sinh trúng tuyển kỳ thi sau khi có quyết định phê duyệt kết quả của Chủ tịch UBND tỉnh theo quy định.,Phaân koâng bôngai pôtho khan tôêp sö adriêng rim thiê sinh troê tueân maêng tôjroh ñôêng roêng ôêi kueâÊt ñinh pheâ jueâÊt keât qua ñôêng Chu tich UBND tinh ‘boi quy ñinh
Kinh phí thực hiện,Jeân pôm
Kinh phí tổ chức kỳ tuyển dụng viên chức hành chính sử dụng từ nguồn thu phí dự tuyển của thí sinh và ngân sách tỉnh cấp bổ sung (nếu thiếu).,Jeân pôloêk maêng tueân juêng vieân chöêk hanh chiênh chaê yuoâ ñôêng nguoân jeân yöê tueân ñôêng thiê sinh oeêng ngaân sach tinh kôêp tôguêm (tôêng biê duh)
Mức thu phí dự tuyển thực hiện theo quy định tại Thông tư liên tịch số 228/2016/TTLT-BTC-BNV ngày 11/11/2016 của Bộ Tài chính và Bộ Nội vụ,Möêk thu jeân yöê tueân pôm ‘boi tôdrong lôêm Thoâng tö lieân tich ksoâÊ ‘baêl ‘baêl tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu/TTLT-BTC-BNV ‘naêr minh jiêt minh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng ñôêng ‘Boâ Tai chiênh oeêng ‘Boâ Noâi vu
"Quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí tuyển dụng, dự thi nâng ngạch, thăng hạng công chức, viên chức.","Quy ñinh möêk thu, tôdrong thu, noâp, ngoê hnheêi oeêng chaê yuoâ jeân tueân juêng, yöê thi naâng ngach, thaêng hang koâng chöêk, vieân chöêk"
Thí sinh nộp phí đăng ký dự thi theo thông báo của Sở Nội vụ,Thiê sinh noâp jeân ñaêng kyê yöê thi ‘boi pôtho khan ñôêng Sô Noâi vu
Sau khi UBND tỉnh phê duyệt danh sách thí sinh đủ điều kiện cho đến trước ngày thi ít nhất 03 ngày (theo thông báo của Hội đồng tuyển dụng).,Ñôêng roêng jônang UBND tinh pheâ jueâÊt danh sach thiê sinh duh tôdrong aên truh adrol ‘naêr tôjroh ‘biêa pôgloh peâng ‘naêr (‘boi pôtho khan ñôêng Hoâi ñoâng tueân juêng)
Tổ chức thực hiện,Pôloêk pôm
"Thủ trưởng các sở, ban, ngành liên quan;","Pôgôl rim sô, ‘ban, nganh lieân kuan"
"Chủ tịch UBND các huyện, thị xã, thành phố và các cơ quan có liên quan","Chu tich UBND rim hueân, thi xa, thanh phoâÊ oeêng rim kô kuan ôêi lieân kuan"
Tổ chức triển khai thực hiện các nhiệm vụ được phân công theo Kế hoạch này và quy định của Nhà nước.,Pôloêk pônhroh pôm rim tôdrong ñeêi pôjao ‘boi glong pônhroh anu oeêng tôdrong ñông kôpal
"Trong quá trình triển khai thực hiện Kế hoạch, nếu có vướng mắc, các cơ quan, đơn vị, địa phương","Lôêm jônang pônhroh pôm glong pônhroh, tôêng ôêi tôdrong amaêk, rim kô kuan, ñôn vi, cham pôlei"
Quyết định về việc phân rã chi tiết vốn xổ số kiến thiết năm 2019 bố trí cho các công trình,KueâÊt ñinh lôêm tôdrong phaân ra chi tieâÊt jeân xoâ soâÊ kieâÊn thieâÊt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ‘boâÊ triê aên rim koâng trinh
"Thuộc Dự án: Đầu tư xây dựng kiên cố hóa trường lớp học mầm non, tiểu học các xã đặc biệt khó khăn, bãi ngang, hải đảo - giai đoạn 2017 - 2020, tỉnh Bình Định","Oei lôêm kôbraê yöê an: Tôguêm tôjung pôm kôjaêp loi tröông lôêp hoêk maâm non, tieâu hoêk rim xa pôgloh hrat tônap, ‘bai ngang, hai ñao – jônang ‘baêl ôbôu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt, tinh ‘Binh Ñinh"
Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich Uy ‘ban Nhaân daân tinh
Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;, Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôau khoâng hrieâng minh jiêt pôñaêm
"Căn cứ Quyết định số 4345/QĐ-UBND ngày 11/12/2018 của UBND tỉnh Bình Định về việc điều chỉnh, bổ sung kế hoạch trung hạn 2016 - 2020 và kế hoạch đầu tư công vốn ngân sách tỉnh năm 2019;"," Kaên köê KueâÊt ñinh ksoâÊ puoân peâng puoân pôñaêm/QÑ-UBND ‘naêr minh jiêt minh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng UBND tinh ‘Binh Ñinh lôêm tôdrong tôplih, tôguêm glong pônhroh trung han sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt oeng glong pônhroh tôguêm koâng jeân ngaân sach tinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh"
"Về việc điều chỉnh, bổ sung kế hoạch trung hạn 2016 - 2020 và kế hoạch đầu tư công vốn ngân sách tỉnh năm 2019;"," Lôêm tôdrong tôplih, tôguêm glong pônhroh trung han sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt oeêng glong pônhroh tôguêm koâng jeân ngaân sach tinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh"
Căn cứ Quyết định số 4384/QĐ-UBND ngày 22/11/2017 của UBND tỉnh Bình Định,Kaên köê KueâÊt ñinh ksoâÊ puoân peâng tôhngam puoân/QÑ-UBND ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng UBND tinh ‘Binh Ñinh
"Về việc phê duyệt hồ sơ thiết kế bản vẽ thi công, dự toán xây dựng và kế hoạch lựa chọn nhà thầu các gói thầu thuộc Dự án:"," Lôêm tôdrong pheâ jueâÊt hoâ sô thieâÊt keâÊ ‘ban ve thi koâng, yöê toaên tôjung pôm oeêng glong pônhroh chaê ‘yoêk hnam thôêu rim anung thôêu oei lôêm kôbraê yöê an"
"Đầu tư xây dựng kiên cố hóa trường lớp học mầm non, tiểu học các xã đặc biệt khó khăn, bãi ngang, hải đảo giai đoạn 2017 - 2020 tỉnh Bình Định;"," Tôguêm tôjung pôm kôjaêp loi tröông lôêp hoêk maâm non, tieâu hoêk rim xa pôgloh hrat tônap, ‘bai ngang, hai ñao jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt tinh ‘Binh Ñinh"
Xét đề nghị của Sở Kế hoạch và Đầu tư tại Tờ trình số 31/TTr-SKHĐT ngày 06/3/2019 và đề nghị của Sở Giáo dục và Đào tạo tại Tờ trình số 183/TTr-SGDĐT ngày 28/01/2019, Xeêt pôtho khan ñôêng Sô KeâÊ hoach oeêng Ñaâu tö dônoê Tô trinh ksoâÊ peâng jiêt minh/TTr-SKHÑT ‘naêr drôêu kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñông Sô Giaêo ‘yuêk oeêng Ñao tao dônoê Tô trinh ksoâÊ minh tôhngam peâng/TTr-SGDÑT ‘naêr ‘baêl jiêt tôhngam kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
Điều 1. Phân rã chi tiết vốn xổ số kiến thiết năm 2019 bố trí cho các công trình thuộc Dự án: ,Ñieâu minh. Phaân ra chi tieâÊt jeân xoâ soâÊ kieâÊn thieâÊt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ‘boâÊ triê aên rim koâng trinh oei lôêm kôbraê ‘yöê an
"Đầu tư xây dựng kiên cố hóa trường lớp học mầm non, tiểu học các xã đặc biệt khó khăn, bãi ngang, hải đảo - giai đoạn 2017 - 2020, tỉnh Bình Định.","Tôguêm tôjung pôm kôjaêp loi tröông lôêp hoêk maâm non, tieâu hoêk rim xa pôgloh hrat tônap, ‘bai ngang, hai ñao jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt, tinh ‘Binh Ñinh"
(Chi tiết theo Phụ lục đính kèm),(Chi tieât ‘boi phu luêk pôteêp adriêng)
"Điều 2. Giao Giám đốc Sở Giáo dục và Đào tạo chủ trì, phối hợp với các đơn vị, địa phương liên quan tổ chức triển khai thực hiện theo đúng quy định hiện hành của Nhà nước.","Ñieâu ‘baêl. Pôjao Giam ñoâk Sô Giaêo ‘yuêk oeêng Ñao tao pôgôl, adriêng rim ñôn vi, cham pôlei lieân kuan pôloêk pônhroh pôm ‘boi trô troê tôdrong ñôêng kôpal"
"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc các Sở; Giáo dục và Đào tạo, Kế hoạch và Đầu tư, Tài chính, Xây dựng;","Ñieâu peâng. Chaênh Vaên phong UBND tinh, Giam ñoâk rim Sô: Giaêo ‘yuêk oeêng Ñao tao, KeâÊ hoach oeêng Ñaâu tö, Tai chinh, Xaây ‘yöêng"
"Chủ tịch UBND các huyện: An Lão, Hoài Ân, Hoài Nhơn, Phù Mỹ, Phù Cát, Tây Sơn, Vĩnh Thạnh, Vân Canh, thành phố Quy Nhơn và Thủ trưởng các đơn vị liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./.","Chu tich UBND rim hueân: An Lao, Hoan AÂn, Hoai Nhôn, Phu My, Phu Cat, Taây Sôn, Vinh Thanh, Vaân Canh, thanh phoâ Quy Nhôn oeêng pôgôl rim ñôn vi lieân kuan ôêi tôdrong pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
"Quyết định về việc phê duyệt Đề án thành lập Hội đồng trẻ em tỉnh Bình Định, giai đoạn 2017 - 2020","KueâÊt ñinh lôêm tôdrong pheâ jueâÊt Ñeâ an pôjing anao Hoâi ñoâng ñe hô-yoh tinh ‘Binh Ñinh, jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
Uỷ ban Nhân dân Tỉnh,Uy ‘ban Nhaân daân Tinh
Căn cứ Luật Tổ chức chính quyền địa phương năm 2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
Căn cứ Quyết định số 1235/QĐ-TTg ngày 03/8/2015 của Thủ tướng Chính phủ,Kaên köê KueâÊt ñinh ksoâÊ minh ‘baêl peâng pôñaêm/QÑ-TTg ‘naêr peâng kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng Thu töông kôpal teh ñak
Về việc Phê duyệt Chương trình thúc đẩy quyền tham gia của trẻ em vào các vấn đề về trẻ em giai đoạn 2016 - 2020;,Lôêm tôdrong Pheâ jueâÊt tôdrong jôraê kueân adriêng pôm ñôêng ñe hô-yoh tômöt rim tôdrong ñôêng ñe hô-yoh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
Theo đề nghị của Ban Thường vụ Tỉnh đoàn tại Tờ trình số 330 TTr/TĐTN- CTTN ngày 19/5/2017,‘Boi pôtho khan ñôêng Khul Thöông vu Tinh ñoan lôêm Tô trinh ksoâÊ peâng peâng khoâng/TTr/TÑTN-CTTN ‘naêr minh jiêt tôxiênh kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
"Điều 1. Phê duyệt kèm theo Quyết định này là Đề án thành lập Hội đồng trẻ em tỉnh Bình Định, giai đoạn 2017 - 2020.","Ñieâu minh. Pheâ jueâÊt pôteêp adriêng KueâÊt ñinh anu la Ñeâ an pôjing anao Hoâi ñoâng ñe hô-yoh ‘Binh Ñinh, jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
"Điều 2. Tỉnh đoàn chủ trì, phối hợp với các cơ quan, đơn vị liên quan và UBND các huyện, thị xã, thành phố","Ñieâu ‘baêl. Tinh ñoan pôgôl, adriêng rim kô kuan, ñôn viê lieân kuan oeêng UBND rim hueân, thi xa, thanh phoâÊ"
Tổ chức triển khai thực hiện có hiệu quả các nội dung công việc có liên quan như đã nêu trong Đề án kèm theo Quyết định này.,Pôloêk pônhroh pôm ôêi thu ‘yoêk rim tôdrong pôm ôêi lieân kuan in jôh khan lôêm Ñeâ an pôteêp adriêng KueâÊt ñinh anu
Điều 3. Chánh Văn phòng UBND tỉnh;,Ñieâu peâng. Chaênh Vaên phong UBND tinh
"Điều 3. Chánh Văn phòng UBND tỉnh; Giám đốc các Sở: Lao động - Thương binh và Xã hội, Giáo dục và Đào tạo, Văn hóa và Thể Thao, Tư pháp, Tài chính;","Giam ñoâk rim Sô: Lao ñoâng – Thöông ‘binh oeêng Xa hoâi, Giaêo ‘yuêk oeêng Ñao tao, Vaên hoa oeêng Theâ thao, Tö phap, Tai chiênh"
"Bí thư Tỉnh đoàn; Chủ tịch UBND các huyện, thị xã, thành phố và Thủ trưởng các cơ quan, đơn vị liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./.","‘Biê thö Tinh ñoan, Chu tich UBND rim hueân, thi xa, thanh phoâÊ oeêng pôgôl rim kô kuan, ñôn viê lieân kuan ôêi tôdrong pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
Đề án,Ñeâ an
(Ban hành kèm theo Quyết định số 2046/QĐ-UBND ngày 07/6/2017 của UBND Tỉnh),(AÊn leêch pôteêp adriêng KueâÊt ñinh ksoâÊ ‘baêl khoâng puoân drôêu/QÑ-UBND ‘naêr tôpôêh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng UBND tinh)
"Thành lập Hội đồng trẻ em tỉnh Bình Định, giai đoạn 2017 - 2020","Pôjing anao Hoâi ñoâng ñe hô-yoh tinh ‘Binh Ñinh, jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
Phần thứ nhất,Tôdrong maê minh
Sự cần thiết và cơ sở pháp lý,Tôdrong kô waê oeêng kô sô phap lyê
Sự cần thiết,Tôdrong kô waê
"Trẻ em là hạnh phúc của gia đình, là tương lai của đất nước. ","Ñe hô-yoh la tôdrong alöng lieâm ñôêng unh hnam, la töông lai ñôêng teh ñak"
"Bảo vệ, chăm sóc và giáo dục trẻ em trong điều kiện tốt nhất là trách nhiệm của toàn xã hội, và là quốc sách hàng đầu của Đảng, Nhà nước Việt Nam.","Jö veêi, tôme rong oeêng giaêo ‘yuêk ñe hô-yoh lôêm tôdrong hôgei pôgloh la tôdrong pôm ñôêng ñi ñaêng xa hoâi oeêng la kuoâÊc sach trong pôtôêm ñôêng Ñang, Kôpal Vieât nam"
Việt Nam là nước đầu tiên ở châu Á và nước thứ 2 trên thế giới phê chuẩn công ước của Liên Hợp Quốc về Quyền trẻ em vào ngày 20/02/1990.,Vieât Nam la ñak pôtôêm oei Chaâu AÊ oeêng ñak maê ‘baêl lôêm theâÊ giôêi pheâ chuaân koâng öôêk ñôêng Lieân Hôp KuoâÊc lôêm Kueân ñe hô-yoh tômöt ‘naêr ‘baêl jiêt kheêi ‘baêl sônaêm minh ôbôêu tôxiênh hrieâng tôxiênh jiêt
Đây là văn kiện quan trọng nhất về quyền con người của trẻ em trong hệ thống pháp luật quốc tế về quyền con người,Anu la vaên kieân pôgloh lôêm kueân kon bôngai ñôêng ñe hô-yoh lôêm tôdrong phap luaât kuoâÊc teâÊ lôêm kueân kon bôngai
"Bao gồm các điều luật như: Trẻ em có quyền được lắng nghe, được tự do bày tỏ quan điểm về tất cả các vấn đề có tác động đến trẻ, được tự do phát biểu, suy nghĩ, hội họp và tiếp cận thông tin... ","Thoi leê rim tôdrong in: Ñe hô-yoh ôêi kueân ñei kôpaêng, ñei kôdih pôñam ‘bôl nöêih sôngöêm lôêm ñiê ñaêng rim tôdrong ôêi tac ñoâng truh ñe hô-yoh, ñei kôdih pôtho khan, suy nghi, hoâi hoêp oeêng oei jeâÊ thoâng tin…"
"Trong thời gian qua, Đảng và Nhà nước ta đã ban hành các chính sách để thúc đẩy quyền tham gia của trẻ em","Lôêm jônang anu yuoâ ôêu, Ñang oeêng Kôpal bôên jôh aên leêch rim tôdrong söê pôm kjung kueân adriêng pôm ñôêng ñe hô-yoh"
Tạo môi trường thuận lợi nhất và nâng cao năng lực cho các em trong việc thực hiện quyền tham gia vào các vấn đề liên quan đến trẻ em,Pôm moâi tröông alöng lieâm pôgloh oeêng poâk xuoân naêng löêk aên rim ñe hô-yoh lôêm tôdrong pôm kueân adriêng pôm tômöt rim tôdrong lieân kuan truh ñe hô-yoh
Theo quy định của pháp luật và Công ước của Liên Hợp Quốc về Quyền trẻ em.,‘Boi quy ñinh ñôêng phap luaât oeêng Koâng öôêk ñôêng Lieân Hôp KuoâÊc lôêm Kueân ñe hô-yoh
"Trong thời gian qua, tỉnh Bình Định đã thực hiện tốt công tác bảo vệ quyền và lợi ích, chăm lo về đời sống tinh thần cũng như nâng cao sức khỏe, động viên, khích lệ các em thiếu nhi rèn luyện bản thân và phấn đấu học tập. ","Lôêm jônang anu yuoâ ôêu, tinh ‘Binh Ñinh jôh pôm hôgeêi tôdrong jö veêi kueân oeêng lôi iêch, tôme rong lôêm tôdrong ‘yaêl arih nöih sôngöm kung in poâk xuoân jaêng pran, pôtho khan rim ñe hô-yoh ren lueân ôkôêu oeêng pran hoêk tôêp"
Để đạt được kết quả như vậy,Söê ñat ñei thu ‘yoêk in ‘noh
"Tỉnh ủy, UBND tỉnh đã có sự chỉ đạo, định hướng cho Đoàn Thanh niên, Hội đồng Đội tỉnh","Tinh uy, UBND tinh jôh ôêi tôdrong pôgôl, pôtho khan aên Ñoan ñe adruh, Hoâi ñoâng Ñoâi tinh"
"Phối hợp chặt chẽ với Sở Lao động - Thương binh và Xã hội và các cấp, các ngành trong tổ chức các hoạt động thúc đẩy Quyền tham gia của trẻ em","Adriêng kôjaêp adriêng Sô Lao ñoâng – Thöông ‘binh oeêng Xa hoâi oeêng rim kôêp, rim nganh lôêm pôloêk rim tôdrong pôm kjung Kueân adriêng pôm ñôêng ñe hô-yoh"
"Thông qua các buổi tọa đàm, diễn đàn trẻ em, đối thoại giữa học sinh với Ban Giám hiệu nhà trường, lãnh đạo các cơ quan, tổ chức, đoàn thể để các em có cơ hội bày tỏ những băn khoăn, thắc mắc, những tâm tư, nguyện vọng của bản thân.","Thoâng kua rim maêng toa ñam, ‘yieân ñan ñe hô-yoh, pôñam ‘bôêl tôêk pôêk hoêk sinh adriêng ‘Ban giaêm hieâu hnam tröông, pôgôl rim kô kuan, toâ chöêk, ñoan theâ söê rim ñe hô-yoh ôêi tôdrong pôñam ‘bôl rim tôdrong hrat tônaêp, tôdrong araê amaêk, rim nöêih sôngöêm, tôdrong kô waê ñôêng kôdih ôkôêu"
"Tuy nhiên, việc thực hiện Quyền trẻ em hiện còn gặp nhiều khó khăn, trở ngại về kinh tế, xã hội, tâm lý. ","Maêleêi, tôdrong pôm Kueân ñe hô-yoh ahreêi araê tôjröêm lö hrat tônap lôêm kinh teâ, xa hoâi, taâm lyê"
Khái niệm “Quyền trẻ em” vẫn còn rất mới mẻ trong xã hội,Khaêi nieâm “Kueân ñe hô-yoh” araê pôgloh anao lôêm xa hoâi
Việc nắm vững và thực thi pháp luật của bộ phận người dân còn hạn chế.,Tôdrong roâp kôjaêp oeêng pôm phap luaât ñôêng lö naê ma araê ñim deâh
"Xu thế toàn cầu hóa, quốc tế hóa đòi hỏi Việt Nam cần quan tâm nhiều hơn đến việc thực hiện quyền trẻ em, trong đó có quyền được tham gia.","Tôdrong toan kôêu hoêa, kuoâÊc teâÊ hoêa pôtho khan Vieât Nam waê ngoê hnheêi lö loi truh tôdrong pôm kueân ñe hô-yoh, lôêm ‘noh ôêi kueân ñeêi adriêng pôm"
Ngày 03/8/2015 Thủ tướng Chính phủ đã ra quyết định số 1235/QĐ-TTg về việc phê duyệt Chương trình thúc đẩy Quyền tham gia của trẻ em vào các vấn đề về trẻ em giai đoạn 2016 - 2020.,‘Naêr peâng kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm Thu töông kôpal teh ñak jôh leêch KueâÊt ñinh ksoâÊ minh ‘baêl peâng pôñaêm/QÑ-TTg lôêm tôdrong pheâ jueâÊt Chöông trinh pôm kjung Kueân adriêng pôm ñôêng ñe hô-yoh lôêm rim tôdrong lôêm ñe hô-yoh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
"Trong đó, Chính phủ đã đề nghị Trung ương Đoàn TNCS Hồ Chí Minh chủ trì thành lập Hội đồng trẻ em ","Lôêm ‘noh, Kôpal teh ñak jôh pôkaê Trung öông Ñoan TNCS Hoâ Chi Minh pôgôl pôjing anao Hoâi ñoâng ñe hô-yoh"
"Với mục tiêu đại diện cho trẻ em để định kỳ bày tỏ ý kiến, nguyện vọng, trao đổi, đối thoại với đại diện Hội đồng nhân dân các cấp về các vấn đề liên quan đến trẻ em tại địa phương. ","Adriêng tôdrong ñai yieân aên ñe hô-yoh söê ñinh ky aên leêch yê kieâÊn, tôdrong kô waê, trao ñoâi, pôñam ‘bôl adriêng ñai ‘yieân HÑND rim kôêp lôêm rim tôdrong lieân kuan truh ñe hô-yoh lôêm cham pôlei"
"Theo đó, Bình Định được chọn là 1 trong 5 địa phương triển khai thí điểm Hội đồng trẻ em cấp tỉnh giai đoạn 2017 - 2020","‘Boi ‘noh, ‘Binh Ñinh ñeêi ‘yoêk la minh lôêm pôñaêm cham pôlei pônhroh pôm thiê ñieâm Hoâi ñoâng ñe hô-yoh kôêp tinh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
"Là đại diện cho khu vực miền Trung cùng với thành phố Hà Nội, thành phố Hồ Chí Minh, tỉnh Yên Bái và tỉnh Quảng Ninh.","La ñai ‘yieân aên apung mieân Trung adriêng thanh phoâÊ Ha Noâi, thanh phoâ Hoâ Chi Minh, tinh Yeân ‘Bai oeêng tinh Kuang Ninh"
Việc thành lập Hội đồng trẻ em nhằm tạo môi trường thuận lợi và nâng cao năng lực cho trẻ em toàn tỉnh,Tôdrong pôjing anao Hoâi ñoâng ñe hô-yoh söê pôm leêch moâi tröông alöng oeêng poâk xuoân naêng löêk aên ñe hô-yoh lôêm tinh
Trong việc thúc đẩy Quyền tham gia của trẻ em vào các vấn đề liên quan đến trẻ em,Lôêm tôdrong pôm kjung kueân adriêng pôm ñôêng ñe hô-yoh tômöt rim tôdrong lieâm kuan truh ñe hô-yoh
Theo quy định của pháp luật và Công ước của Liên Hợp Quốc về quyền trẻ em.,‘Boi quy ñinh ñôêng phap luaât oeêng Koâng öôêk ñôêng Lieân Hôp KuoâÊc lôêm kueân ñe hô-yoh
"Đồng thời, giúp trẻ em nói lên ý kiến, nguyện vọng và giúp các cơ quan, tổ chức có liên quan đến trẻ em hoàn thiện quá trình xây dựng chủ trương, chính sách về trẻ em.","Thoi ‘noh, tôguêm ñe hô-yoh khan leêch yê kieâÊn, tôdrong kô waê oeêng tôgum rim kô kuan, toâ chöêk ôêi lieân kuan truh ñe hô-yoh keh kong tôdrong tôjung pôm chu tröông, chiênh sach aên ñe hô-yoh"
"Đây là một bước tiến mới trong tiến trình thúc đẩy Quyền tham gia của trẻ em, là mô hình được xã hội mong đợi và kỳ vọng hiện nay.","Anu la minh tôdrong naêm anao lôêm tôdrong pôm kjung Kueân adriêng pôm ñôêng ñe hô-yoh, la moâ hinh ñeêi xa hoâi goâ oeêng kô waê ahreêi"
Cơ sở pháp lý,Kô sô phap lyê
Công ước của Liên Hợp Quốc về Quyền trẻ em;,Koâng öôêk ñôêng Lieân Hôêp KuoâÊc lôêm Kueân ñe hô-yoh
Luật Trẻ em năm 2016;,Luaât ñe hô-yoh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu
Quyết định số 1235/QĐ-TTg ngày 03/8/2015 của Thủ tướng Chính phủ về Phê duyệt Chương trình thúc đẩy quyền tham gia của trẻ em vào các vấn đề về trẻ em giai đoạn 2016 - 2020;,KueâÊt ñinh ksoâÊ minh ‘baêl peâng pôñaêm/QÑ-TTg ‘naêr peâng kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng Thu töông kôpal teh ñak lôêm Pheâ jueâÊt tôdrong pôm kjung kueân adriêng pôm ñôêng ñe hô-yoh tômöt rim tôdrong lôêm ñe hô-yoh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
Quyết định số 4749/QĐ-UBND ngày 29/12/2015 của Ủy ban nhân dân tỉnh Bình Định,KueâÊt ñinh ksoâÊ puoân tôpôêh puoân tôxiênh/QÑ-UBND ‘naêr ‘baêl jiêt tôxiênh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng UBND tinh ‘Binh Ñinh
Về việc thực hiện Chương trình thúc đẩy quyền tham gia của trẻ em vào các vấn đề về trẻ em trên địa bàn tỉnh Bình Định giai đoạn 2016 - 2020;,Lôêm tôdrong pôm tôdrong pôm kjung kueân adriêng pôm ñôêng ñe hô-yoh tômöt rim tôdrong aên ñe hô-yoh lôêm tôring tinh ‘Binh Ñinh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
