Tiếng Việt,Tiếng BaNa
"Khi xảy ra thiên tai, Thủ trưởng các sở, ban, ngành, Chủ tịch UBND các huyện, thị xã, thành phố chủ động chỉ đạo xử lý tình huống thiên tai theo thẩm quyền, đồng thời báo cáo Chủ tịch UBND tỉnh, Thường trực Ban Chỉ huy PCTT và TKCN tỉnh để kịp thời chỉ đạo.","Jônang ôêi leêch thieân tai, Pôgôl rim sô, ‘ban, nganh, Chu tich UBND rim hueân, thi xa, thanh phoâÊ chu ñoâng pôgôl xö lyê tôdrong thieân tai ‘boi thaâm kueân, thoi ‘noh pôtho khan Chu tich UBND tinh, Thöông tröêk Khul pôgôl phong dôêt thieân tai oeêng chaê köêu nan tinh söê tôtam pôgôl"
"Chủ tịch UBND tỉnh yêu cầu Thủ trưởng các sở, ban, ngành, Chủ tịch UBND các huyện, thị xã, thành phố và các đơn vị liên quan tổ chức triển khai thực hiện nghiêm túc Chỉ thị này.","Chu tich UBND tinh pôtho khan pôgôl rim sô, ‘ban, nganh, Chu tich UBND rim hueân, thi xa, thanh phoâÊ oeêng rim ñôn viê lieân kuan pôloêk pônhroh tôpaê Chi thi anu./."
"Quyết định về việc Ban hành Kế hoạch thực hiện Chương trình hành động số 22-Tr/TU ngày 29/7/2019 của Tỉnh ủy thực hiện Nghị quyết số 36-NQ/TW ngày 22/10/2018 của Ban Chấp hành Trung ương Đảng (Khóa XII) về Chiến lược phát triển bền vững kinh tế biển Việt Nam đến năm 2030, tầm nhìn đến năm 2045 ","KueâÊt ñinh lôêm tôdrong aên leêch glong pônhroh pôm Chöông trinh hanh ñoâng ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU ‘naêr ‘baêl jiêt tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng Tinh uy pôm Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban chôêp hanh Trung öông Ñang (khoêa minh jiêt ‘baêl) lôêm tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê Vieât Nam truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm"
Ủy Ban nhân dân Tỉnh,Uy ‘ban nhaân ‘yaân Tinh
Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015,Kaên köê Luaât toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
"Căn cứ Nghị quyết số 36-NQ/TW ngày 22/10/2018 của Ban chấp hành Trung ương Đảng Khóa XII về Chiến lược phát triển bền vững kinh tế biển Việt Nam đến năm 2030, tầm nhìn đến năm 2045","Kaên köê Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban chôêp hanh Trung öông Ñang khoêa minh jiêt ‘baêl lôêm tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê Vieât Nam truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm"
"Căn cứ Chương trình hành động số 22-CTr/TU ngày 29/7/2019 của Tỉnh ủy Bình Định thực hiện Nghị quyết số 36-NQ/TW ngày 22/10/2018 của BCH Trung ương Đảng Khóa XII về Chiến lược phát triển bền vững kinh tế biển Việt Nam đến năm 2030, tầm nhìn đến năm 2045","Kaên köê tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl CTr/TU ‘naêr ‘baêl jiêt tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng Tinh uy ‘Binh Ñinh pôm Nghiê kueâÊt ksoÊâ peâng jiêt drôêu-NQ/TW ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban chôêp hanh Trung öông Ñang khoêa minh jiêt ‘baêl lôêm tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê Vieât nam truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm"
Xét đề nghị của Sở Tài nguyên và Môi trường tại Tờ trình số 94/TTr-STNMT ngày 14/02/2020,Xeêt pôtho khan ñôêng Sô Tai ngueân oeêng Moâi tröông lôêm Tô trinh ksoâÊ tôxiênh jiêt puoân/TTr-STNMT ‘naêr minh jiêt puoân kheêi ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
"Điều 1. Ban hành kèm theo Quyết định này Kế hoạch thực hiện Chương trình hành động số 22-Tr/TU ngày 29/7/2019 của Tỉnh ủy thực hiện Nghị quyết số 36-NQ/TW ngày 22/10/2018 của Ban Chấp hành Trung ương Đảng (Khóa XII) về Chiến lược phát triển bền vững kinh tế biển Việt Nam đến năm 2030, tầm nhìn đến năm 2045.","Ñieâu minh. AÊn leêch pôteêp adriêng KueâÊt ñinh anu glong pônhroh pôm tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU ‘naêr ‘baêl jiêt tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng Tinh uy pôm Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban chôêp hanh Trung öông Ñang (khoêa minh jiêt ‘baêl) lôêm tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê Vieât Nam truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm"
"Điều 2. Giao Sở Tài nguyên và Môi trường chủ trì, phối hợp với các cơ quan liên quan, UBND các huyện, thị xã, thành phố tổ chức triển khai thực hiện.","Ñieâu ‘baêl. Pôjao Sô Tai ngueân oeêng Moâi tröông pôgôl, adriêng rim kô kuan lieân kuan, UBND rim hueân, thi xa, thanh phoâÊ pôloêk pônhroh pôm."
"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc các Sở: Tài nguyên và Môi trường, Kế hoạch và Đầu tư, Tài chính, Nông nghiệp và PTNT, Lao động - Thương binh và Xã hội, Du lịch, Công Thương, Giao thông vận tải, Nội vụ, Ngoại vụ, Xây dựng, Tư pháp, Thông tin và Truyền Thông, Giáo dục và Đào tạo, Khoa học và Công nghệ; Trưởng Ban Ban Quản lý khu kinh tế","Ñieâu peâng. Chaênh Vaên phong UBND tinh, Giam ñoâk rim Sô: Tai ngueân oeêng Moâi tröông, Keâ hoach oeêng Ñaâu tö, Tai chiênh, Noâng nghieâp oeêng pôjing cham pôlei, Lao ñoâng – Thöông ‘binh oeêng Xa hoâi, ‘Yu liêch, Koâng thöông, Giao thoâng vaân tai, Noâi vuê, Ngoai vuê, Xaây ‘yöng, Tö phap, Thoâng tin oeêng Trueân thoâng, Giaêo ‘yuêk oeêng Ñao tao, Khoa hoêk oeêng Koâng ngheâ, Tröông ‘Ban Khul ngoê hnheêi apung kinh teâÊ"
"Giám đốc Công an tỉnh, Chỉ huy trưởng Bộ Chỉ huy Quân sự tỉnh","Giam ñoâk koâng an tinh, Chi huy tröông ‘Boâ Chi huy Kuaân sö tinh"
Chỉ huy trưởng Bộ Chỉ huy Bộ đội Biên phòng tỉnh,Chi huy tröông ‘Boâ chi huy ‘Boâ ñoâi ‘bieân phong tinh
"Chủ tịch UBND các huyện, thị xã, thành phố và Thủ trưởng các sở, ban, ngành liên quan chịu trách nhiệm thi hành quyết định này kể từ ngày ký.","Chu tich UBND rim hueân, thi xa, thanh phoâÊ oeêng pôgôl rim sô, ‘ban, nganh lieân kuan ôêi tôdrong pôm kueâÊt ñinh anu khan ñôêng ‘naêr kyê"
"Kế hoạch Thực hiện Chương trình hành động số 22-CTr/TU ngày 29/7/2019 của Tỉnh ủy thực hiện Nghị quyết số 36-NQ/TW ngày 22/10/2018 của Ban Chấp hành Trung ương Đảng (Khóa XII) về Chiến lược phát triển bền vững kinh tế biển Việt Nam đến năm 2030, tầm nhìn đến năm 2045","Glong pônhroh pôm tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU ‘naêr ‘baêl jiêt tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng Tinh uy pôm Nghiê kueâÊt ksoÊâ peâng jiêt drôêu-NQ/TW ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban chôêp hanh Trung öông Ñang (khoêa minh jiêt ‘baêl) lôêm tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê Vieât Nam truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm"
(Ban hành kèm theo Quyết định số 465/QĐ-UBND ngày 17 tháng 02 năm 2020 của UBND tỉnh Bình Định),(AÊn leêch pôteêp adriêng KueâÊt ñinh ksoâÊ puoân drôêu pôñaêm/QÑ-UBND ‘naêr minh jiêt tôpôêh kheêi ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ñôêng UBND tinh ‘Binh Ñinh)
"Thực hiện Chương trình hành động số 22-CTr/TU ngày 29/7/2019 của Tỉnh ủy thực hiện Nghị quyết số 36-NQ/TW ngày 22/10/2018 của Ban Chấp hành Trung ương Đảng (Khóa XII) về Chiến lược phát triển bền vững kinh tế biển Việt Nam đến năm 2030, tầm nhìn đến năm 2045 (sau đây gọi tắt là Chương trình hành động số 22-CTr/TU và Nghị quyết số 36-NQ/TW), UBND tỉnh Bình Định ban hành Kế hoạch thực hiện với các nội dung cụ thể như sau","Pôm tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU ‘naêr ‘baêl jiêt tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng Tinh uy pôm Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW ‘naêr ‘baêl jiêt ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Ban chôêp hanh Trung öông Ñang (khoêa minh jiêt ‘baêl) lôêm tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê Vieât Nam truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm (ñôêng roêng ôêu krao la tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU oeêng Nghiê kueâÊt ksoÊâ peâng jiêt drôêu-NQ/TW), UBND tinh ‘Binh Ñinh aên leêch glong pônhroh pôm adriêng rim tôdrong kuê theâ in ñôêng roêng ôêu"
"Mục đích, yêu cầu","Muêk ñich, yeâu kôêu"
Mục đích,Muêk ñich
"Cụ thể hóa những nội dung của Chương trình hành động số 22-CTr/TU, Nghị quyết số 36-NQ/TW","Kuê theâ hoa rim tôdrong ñôêng tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU, Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW"
"Xác định các nội dung, nhiệm vụ cụ thể và lộ trình phù hợp để các sở, ban ngành, địa phương tập trung chỉ đạo, tổ chức thực hiện.","Xac ñinh rim noâi juêng, tôdrong pôm kuê theâ oeêng loâ trinh trô troê söê rim sô, ‘ban nganh, cham pôlei pônhoâm pôgôl, pôloêk pôm"
"Tăng cường trách nhiệm của các sở, ban ngành và địa phương trong công tác báo cáo, đánh giá, sơ kết, tổng kết việc thực hiện Kế hoạch.","Kjung trach nhieâm ñôêng rim sô, ‘ban, nganh oeêng cham pôlei lôêm tôdrong pôtho khan, sô keâÊt, toâng keâÊt tôdrong pôm glong pônhroh"
Yêu cầu,Yeâu kôêu
Nhận thức đầy đủ và toàn diện các nội dung của Chương trình hành động số 22-CTr/TU và Nghị quyết số 36-NQ/TW trong suốt quá trình tổ chức thực hiện Kế hoạch.,"Baêt duh oeêng ñi ñaêng rim tôdrong ñôêng tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU, Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW lôêm ñiê jônang pôloêk pôm glong pônhroh"
"Triển khai đồng bộ các nhiệm vụ, giải pháp về phát triển bền vững kinh tế biển, Chương trình hành động số 22-CTr/TU","Pônhroh adriêng ñiê ñaêng rim tôdrong lôêm pôjing kôjaêp kinh teÊâ ñak tôsiê, tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU"
"Đa dạng hóa, huy động và sử dụng có hiệu quả các nguồn vốn phục vụ phát triển bền vững kinh tế biển.","Ña ‘yang hoêa, krao akoêm oeêng chaê yuoâ ôêi thu ‘yoêk rim nguoân jeân tôguêm pôjing kôjaêp kinh teâÊ ñak tôsiê"
Mục tiêu thực hiện,Tôdrong pôm
Mục tiêu thực hiện đến năm 2030,Tôdrong pôm truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt
"Khách du lịch đạt 10 triệu lượt khách, doanh thu đạt 25.000 tỷ đồng.","Khach ‘yu liêch ñat minh jiêt trieâu maêng khach, ‘yoanh thu ñat ‘baêl jiêt pôñaêm ôbôêu ty ñoâng"
"Về khách du lịch: Đến năm 2025 đón được 7,4 triệu lượt khách, trong đó có 1 triệu lượt khách quốc tế, tốc độ tăng trưởng bình quân khách hàng năm đạt 6,3%/năm","Lôêm khach ‘yu liêch: Truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm ñoên ñei tôpôêh pheêi puoân trieâu maêng khach, lôêm ‘noh ôêi minh trieâu maêng khach kuoâÊc teâÊ, tôdrong kjung tiênh jônuêm khach rim sônaêm ñat drôêu pheêi peâng phaân traêm minh sônaêm"
"Đến năm 2030 đón được 10 triệu lượt khách, trong đó có 1,8 triệu lượt khách quốc tế, tốc độ tăng trưởng bình quân khách hàng năm đạt 6,1%/năm.","Truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt ñoên ñei minh jiêt trieâu maêng khach, lôêm ‘noh ôêi minh pheêi tôhngam trieâu maêng khach kuoâÊc teâÊ, tôdrong kjung tiênh jônuêm khach rim sônaêm ñat drôêu pheêi minh phaân traêm minh sônaêm"
"Về doanh thu du lịch: Đến năm 2025 đạt khoảng 15.000 tỷ đồng, tăng bình quân 13,6%/năm; đến năm 2030 đạt khoảng 25.000 tỷ đồng, tăng bình quân 10,8%/năm.","Lôêm ‘yoanh thu ‘yu liêch: Truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jit pôñaêm ñat khoang minh jiêt pôñaêm ôbôêu ty ñoâng, kjung tiênh jônuêm minh jiêt peâng pheêi drôêu phaân traêm minh sônaêm; truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt ñat khoang ‘baêl jiêt pôñaêm ty ñoâng, kjung tiênh jônuêm minh jiêt pheêi tôhngam phaân traêm minh sônaêm"
Tổng số phòng lưu trú ước đạt 26.000 phòng.,Pôting ksoâÊ phong oei öôêk ñat ‘baêl jiêt drôêu ôbôêu phong
"Tạo việc làm cho 120.000 lao động, trong đó giải quyết việc làm cho 31.000 lao động trực tiếp du lịch.","Pôm tôdrong pôm aên minh hrieâng ‘baêl jiêt ôbôêu lao ñoâng, lôêm ‘noh tôguêm tôdrong pôm aên peâng jiêt minh ôbôêu lao ñoâng tröêk tieâÊp ‘yu liêch"
Tổng lượng hàng hóa thông qua các cảng biển đạt 20 triệu tấn/năm.,Pôting löông hang hoa thoâng kua rim kang ñak tôsiê ñat ‘baêl jiêt trieâu taâÊn minh sônaêm
"Tổng sản lượng khai thác hải sản đạt 190.000 tấn/năm, trong đó sản lượng khai thác hải sản xa bờ đạt 178.000 tấn/năm.","Pôting san löông khai thak hai san ñat minh hrieâng tôxiênh jiêt ôbôêu taâÊn minh sônaêm, lôêm ‘noh san löông khai thak hloê ‘bô ñat minh hrieâng tôpôêh jiêt tôhngam taâÊn minh sônaêm"
Sản lượng nuôi trồng thủy hải sản (nước lợ và nước mặn) đạt 23.000 tấn/năm,San löông rong pôtaêm thuy san (ñak lôê oeêng ñak aêng) ñat ‘baêl jiêt peâng ôbôêu taâÊn minh sônaêm
"Diện tích nuôi tôm chân trắng đạt 950 ha, tôm sú 1.100 ha, nuôi nhuyễn thể đạt 105 ha.","Chñeh teh rong ‘yaê kôsoêng jöng ‘bak ñat tôxiênh hrieâng pôñaêm jiêt hecta, ‘yaê kôsoêng suê minh ôbôêu minh hrieâng hecta, rong nhueân theâ ñat minh hrieâng le pôñaêm hecta"
Giá trị kim ngạch xuất khẩu hải sản đạt khoảng 250 triệu USD.,Giaê tri kim ngach xuaât khôêu hai san ñat khoang ‘baêl hrieâng pôñaêm jiêt trieâu USD
"Khu Kinh tế Nhơn Hội là khu đa ngành, đa lĩnh vực, trọng tâm là du lịch, dịch vụ, đô thị, công nghiệp được lấp đầy 70% diện tích.","Khu kinh teâÊ Nhôn Hoâi la khu ña nganh, lö tôdrong, pôgloh la ‘yu liêch, jiêt vu, ñoâ thi, koâng nghieâp ñei pôm ñiê tôpôêh jiêt phaân traêm chñeh the"
Tổng công suất lắp đặt điện mặt trời là 2.849 MWp.,Pôting koâng suaât laêp ñaêt ñieân maêt ‘naêr la ‘baêl ôbôêu tôhngam hrieâng puoân jiêt tôxiênh MWp
Tổng công suất lắp đặt điện gió là 180 MW.,Pôting koâng suaât laêp ñaêt ñieân kyal la minh hrieâng tôhngam jiêt MW
Tầm nhìn đến năm 2045,Trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm
"Đến năm 2045, tỉnh Bình Định có những bước đột phá lớn trong phát triển kinh tế biển nhanh và bền vững tương xứng với lợi thế, tiềm năng của tỉnh, tiến tới nền kinh tế biển xanh.","Truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt pôñaêm, tinh ‘Binh Ñinh ôêi lö tôdrong pôgloh groâng lôêm pôjing kinh teâÊ ñak tôsiê ranh oeêng kôjaêp töông xöêng adriêng lôi theâÊ, tieâm naêng ñôêng tinh, naêm truh tôdrong kinh teâÊ ñak tôsiê kseê"
"Kinh tế biển của tỉnh thay đổi về cơ cấu ngành nghề theo hướng hiện đại hóa, phát triển các đô thị biển gắn với bảo vệ chủ quyền biển đảo","Kinh teâÊ ñak tôsiê ñôêng tinh tôplih lôêm kô kôêu nganh ngheâ ‘boi tôdrong hieân ñai hoêa, pôjing rim ñoâ thi ñak tôsiê pôteêp adriêng jö veêi chu kueân ‘bieân ñao"
"Đời sống nhân dân vùng biển, hải đảo được cải thiện và nâng cao toàn diện","Tôdrong yaêl arih kon tôring apung ñak tôsiê, hai ñao ñei alöng oeêng poâk xuoân ñiê ñaêng"
"Tài nguyên biển, hải đảo được khai thác hợp lý, sử dụng hiệu quả và bền vững","Tai nguyeân ñak tôsiê, hai ñao ñei khai thak trô troê, chaê yuoâ thu ‘yoêk oeêng kôjaêp"
Môi trường biển được bảo vệ,Moâi tröông ñak tôsiê ñei jö vei
"Công tác ứng phó với biến đổi khí hậu, nước biển dâng được tăng cường, đồng bộ.","Tôdrong öêng phoê adriêng tôplih pôleênh, ñak tôsiê kjung ñei kjung, ñoâng ‘boâ"
Nhiệm vụ và giải pháp,Tôdrong pôm oeêng giai phap
"Đến năm 2030, tập trung đầu tư phát triển các ngành kinh tế biển theo thứ tự ưu tiên: (1) Du lịch và dịch vụ biển; (2) Kinh tế hàng hải; (3) Khai thác, nuôi trồng, chế biến hải sản; (4) Công nghiệp và đô thị ven biển; (5) Năng lượng tái tạo và các ngành kinh tế biển mới; (6) Khai thác các tài nguyên khoáng sản biển, cụ thể:","Truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, pônhoâm tôguêm pôjing rim nganh kinh teâÊ ñak tôsiê ‘boi tôdrong öu tieân: (minh) ‘Yu liêch oeêng jiêt vuê ñak tôsiê; (‘baêl) Kinh teâÊ hang hai; (peâng) Khai thak, rong pôtaêm, cheâÊ ‘bieâÊn hai san; (puoân) Koâng nghieâp oeêng ñoâ thi jeâÊ ñak tôsiê; (pôñaêm) Naêng löông taêi tao oeêng rim nganh kinh teâÊ ñak tôsiê anao; (drôêu) Khai thak rim tai ngueân khoang san ñak tôsiê, kuê theâ:"
Đầu tư phát triển du lịch và dịch vụ biển,Tôguêm pôjing ‘yu liêch oeêng jiêt vuê ñak tôsiê
"Phát triển hạ tầng du lịch, tập trung phát triển các khu nghỉ dưỡng ven biển dọc tuyến Quy Nhơn - Nhơn Hội - Cát Tiến thuộc Phương Mai - núi Bà, Quy Nhơn - Sông Cầu; đầu tư khu du lịch cao cấp mới tại núi Vũng Chua.","Pôjing ha taâng ‘yu liêch, pônhoâm pôjing rim apung nghi ‘yöôêng jeâÊ ñak tôsiê ‘boi tueâÊn Quy Nhôn – Nhôn Hoâi – Cat TieâÊn oei lôêm kôbraê Phöông Mai – Nuêi ‘Ba, Quy Nhôn – Soâng Kôêu; tôguêm dônoê ‘yu liêch kao kôêp anao dônoê koâng Vung Chua"
"Hoàn thiện các khu du lịch ven biển, điểm dịch vụ du lịch sinh thái ven đầm Thị Nại và vịnh Mai Hương","Keh kong rim apung ‘yuê liêch jeâÊ ñak tôsiê, dônoê jiêt vuê ‘yu liêch sinh thaêi jeâÊ ñaâm Thi Nai oeêng Viênh Mai Höông"
"Hoàn thiện các khu du lịch ven biển, điểm dịch vụ du lịch sinh thái ven đầm Thị Nại và vịnh Mai Hương; ","Keh kong rim apung ‘yu liêch jeâÊ ñak tôsiê, dônoê jiêt vuê ‘yu liêch sinh thaêi jeâÊ ñaâm Thi Nai oeêng Viênh Mai Höông"
"Phát triển sản phẩm du lịch theo đặc trưng thế mạnh của từng địa điểm tại Tân Thanh - Vĩnh Hội, Eo Gió, Kỳ Co, Phương Mai, Núi Bà, Nhơn Hải, Hòn Khô, Hải Minh.","Pôjing san phaâm ‘yu liêch ‘boi ñaêk tröng tôdrong deâh ñôêng rim dônoê lôm Taân Thanh – Vinh Hoâi, Eo Gioê, Ky Ko, Phöông Mai, Nuêi ‘Ba, Nhôn Hai, Hon Khoâ, Hai Minh"
"Tập trung phát triển sản phẩm du lịch biển đảo, đẩy mạnh phát triển du lịch văn hóa.","Pônhoâm pôjing san phaâm ‘yu liêch ñak tôsiê ñao, jôraê deâh pôjing ‘yu liêch vaên hoa"
"Bảo tồn và phát huy các giá trị văn hóa truyền thống vùng biển, đảo.","Jö veêi oeêng pôjing rim tôdrong vaên hoêa ñôêng sôê apung ñak tôsiê, ñao"
"Nâng cao chất lượng dịch vụ du lịch sinh thái biển, nghỉ dưỡng biển chất lượng cao, vui chơi giải trí, ẩm thực, mua sắm, thể thao trên biển (ca nô dù bay, lặn ngắm san hô, mô tô nước, thuyền bườm, lướt ván, ...)","Poâk xuoân tôdrong thu ‘yoêk ñei jiêt vuê sinh thaêi ñak tôsiê, nghi yöôêng ñak tôsiê tôdrong thu ‘yoêk ñuoâÊi, sôhmanh giai triê, aâm thöêk, ruoât ñoâ, theâ thao lôêm ñak tôsiê (ca noâ ‘yu paêl, hmuoâÊih ngoê san hoâ, moâ toâ ñak, thueân ‘buoâm, löôêt van…)"
"Mở rộng phát triển các sản phẩm du lịch bổ trợ có tiềm năng và sản phẩm du lịch mới như du lịch cộng đồng, du lịch khoa học, du lịch mạo hiểm,...","Pôloêk saê pôjing rim ñoâ ‘yu liêch ‘boâÊ trô ôêi tieâm naêng oeêng san phaâm ‘yu liêch anao in ‘yu liêch koâng ñoâng, ‘yu liêch khoa hoêk, ‘yu liêch mao hieâm…"
"Đào tạo và phát triển nguồn nhân lực du lịch biển; bồi dưỡng, nâng cao năng lực cho lực lượng lao động ngành du lịch về quản lý, quản trị doanh nghiệp và nghề du lịch, truyền thông du lịch cộng đồng.","Pôtôêp oeêng pôjing nguoân nhaân löêk ‘yu liêch ñak tôsiê: ‘boâi yöôêng, poâk xuoân naêng löêk aên löêk löông pôm nganh ‘yu liêch lôêm ngoê hnheêi, kuan triê yoanh nghieâp oeêng ngheâ ‘yu liêch, trueân thoâng ‘yu liêch koâng ñoâng"
Phát triển hệ thống cảng biển,Pôjing heâ thoâÊng kang ñak tôsiê
"Xây dựng Khu bến Quy Nhơn - Thị Nại là khu bến tổng hợp, có bến chuyên dùng công ten nơ cho tàu trọng tải đến 50.000 tấn, có bến chuyên dùng cho tàu trọng tải từ 5.000 đến 10.000 tấn.","Tôjung pôm khu ‘beâÊn Quy Nhôn – Thi Nai la khu ‘beâÊn toâng hôêp, ôêi dônoê chueân chaê yuoâ koâng ten nô aên tau ôêi tôdrong traêp truh pôñaêm jiêt ôbôêu taâÊn, ôêi dônoê chueân chaê yuoâ aên tau ôêi tôdrong traêp ñôêng pôñaêm ôbôêu truh minh jiêt ôbôêu taâÊn"
"Đây là khu bến chính của cảng biển Quy Nhơn, bao gồm: Đầu tư nâng cấp Bến Quy Nhơn, Bến Tân Cảng Quy Nhơn, Bến Thị Nại, Bến Tân Cảng miền Trung, Bến Đống Đa. ","Anu la dônoê ‘beâÊn chiênh ñôêng kang ñak tôsiê Quy Nhôn, thoi leê: Tôguêm poâk xuoân ‘BeâÊn Quy Nhôn, ‘BeâÊn Taân kang Quy Nhôn, ‘BeâÊn Thi Nai, ‘BeâÊn Taân Kang mieân Trung, ‘BeâÊn Ñoâng Ña"
Quyết định số 514/QĐ-TTg ngày 08/5/2019 của Thủ tướng Chính phủ về việc phê duyệt Điều chỉnh tổng thể quy hoạch chung xây dựng Khu kinh tế Nhơn Hội đến năm 2040.,KueâÊt dinh ksoâÊ pôñaêm minh puoân/QÑ-TTg ‘naêr tôhngam kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng Thu töôêng kôpal teh ñak lôêm tôdrong pheâ jueâÊt tôplih toâng theâ kuy hoach adriêng tôjuêng pôm khu kinh teâÊ Nhôn Hoâi truh sônaêm ‘baêl ôbôêu khoâng hrieâng puoân jiêt
"Quyết định số 2140/QĐ-UBND ngày 23/6/2016 của UBND tỉnh Bình Định về việc phê duyệt Điều chỉnh, bổ sung Quy hoạch tổng thể phát triển du lịch tỉnh Bình Định đến năm 2020, tầm nhìn đến năm 2030.","KueâÊt ñinh ksoâÊ ‘baêl minh puoân khoâng/QÑ-UBND ‘naêr ‘baêl jiêt peâng kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu ñôêng UBND tinh ‘Binh Ñinh lôêm tôdrong pheâ jueâÊt tôplih, tôguêm kuy hoach toâng theâ pôjing ‘yu liêch ‘Binh Ñinh truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt, trong ngoê truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt"
