ID,Tiếng Việt,Tiếng BaNa
67,"Thực hiện việc bố trí kinh phí để chi hỗ trợ cho ngư dân kịp thời, đúng quy định.","Pôm tôdrong ‘boâÊ triê jeân söê chi tôguêm aên naê ma tôtam, troê tôdrong"
68,"Tham mưu cho UBND tỉnh giá gạo hàng năm để làm căn cứ hỗ trợ bằng tiền thực hiện hỗ trợ theo điểm b, khoản 1, Điều 4 của Quyết định số 48/2010/QĐ-TTg của Thủ tướng Chính phủ.","Pôñam ‘bôl ñon aên UBND tinh giaê pheâ rim sônaêm söê pôm kaên köê tôguêm ñôêng jeân pôm tôguêm ‘boi ñieâm b, khoan minh, Ñieâu puoân ñôêng KueâÊt ñinh ksoâÊ puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg ñôêng Thu töôêng kôpal teh ñak"
69,"Thực hiện việc thanh, quyết toán kinh phí hỗ trợ ngư dân theo đúng Luật Ngân sách Nhà nước và thực hiện chế độ báo cáo theo quy định.","Pôm tôdrong thanh, kueâÊt toan jeân tôguêm naê ma ‘boi trô troê Luaât ngaân sach kôpal oeêng pôm tôdrong pôtho khan ‘boi kuy ñinh"
70,"Kho bạc Nhà nước hướng dẫn và kiểm tra việc chi trả tiền hỗ trợ cho ngư dân tại các Kho bạc Nhà nước các huyện, thành phố sau khi có quyết định hỗ trợ của UBND tỉnh, bảo đảm kịp thời và chính xác.","Kho ‘bak kôpal pôtho khan oeêng ngoê hnheêi tôdrong chi pôdrieâu jeân tôguêm aên naê ma lôêm rim Kho ‘bak kôpal rim hueân, thanh phoâÊ ñôêng roêng ôêi kueâÊt ñinh tôguêm ñôêng UBND tinh, tômaên tôl tôtam oeêng trô troê."
71,"Bộ chỉ huy Bộ đội Biên phòng chỉ đạo các Đồn, Trạm Biên phòng kiểm tra, kiểm soát chặt chẽ tàu cá xuất và về bến, đặc biệt là đối với các tàu tham gia khai thác, dịch vụ khai thác hải sản trên các vùng biển xa theo Quyết định 48/2010/QĐ-TTg.","‘Boâ chi huy ‘Boâ ñoâi ‘Bieân phong pôgôl rim Ñoân, Tram ‘bieân phong ngoê hnheêi kôjaêp tau ka naêm oeêng söt ‘beâÊn, pôgloh la adriêng rim tau ka adriêng pôm khai thak, jiêt vuê khai thak hai san lôêm rim apung ñak tôsiê hloê ‘boi KueâÊt ñinh puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg"
72,"Phối hợp với Chi cục Khai thác và Bảo vệ nguồn lợi Thủy sản giám sát, quản lý chặt chẽ tàu cá hoạt động trên các vùng biển xa thông qua các Trạm bờ sử dụng hệ thống thông tin liên lạc sóng HF tầm xa có tích hợp thiết bị định vị vệ tinh (GPS).",Adriêng Chi kuêk khai thak oeêng jö vei nguoân lôi thuy san ngoê hnheêi kôjaêp tau ka hoat ñoâng lôêm rim apung ñak tôsiê hloê thoâng kua rim tram ‘bô chaê yuoâ heâ thoâÊng thoâng tin lieân lak soêng HF tôdrong hloê ôêi tiêch hôêp thieât ‘bi ñinh viê veâ tinh (GPS)
73,"UBND các huyện, thành phố ven biển phối hợp với Sở Nông nghiệp và PTNT phổ biến các chính sách hỗ trợ theo Quyết định 48/2010/QĐ-TTg đối với chủ tàu cá khai thác hải sản vùng biển xa","UBND rim hueân, thanh phoâÊ jeâÊ ñak tôsiê adriêng Sô Noâng nghieâp oeêng pôjing cham pôlei pôtho khan  rim tôdrong tôguêm ‘boi kueâÊt ñinh puoân jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/QÑ-TTg adriêng chu tau ka khai thak hai san apung ñak tôsiê hloê"
74,"Chỉ đạo thực hiện việc đăng ký tàu cá đủ điều kiện tham gia thường xuyên khai thác, dịch vụ khai thác trên các vùng biển xa.","Pôgôl pôm tôdrong ñaêng kyê tau ka duh tôdrong adriêng pôm deêch khai thak, jiêt vuê khai thak lôêm rim apung ñak tôsiê hloê"
75,"Chỉ đạo UBND các xã (phường) thông báo công khai danh sách tàu cá đề nghị hỗ trợ, danh sách tàu cá được phê duyệt hỗ trợ tại trụ sở UBND xã (phường), trụ sở thôn để nhân dân địa phương giám sát.","Pôgôl UBND rim xa (phöông) pôtho khan koâng khai yanh sach tau ka pôtho khan tôguêm, yanh sach tau ka ñei pheâ jueâÊt tôguêm lôêm tru sô UBND xa (phöông), tru sô thoân söê kon tôring cham pôlei ngoê hnheêi"
76,Chế độ báo cáo,Tôdrong pôtho khan
77,"Định kỳ hàng quý, hàng năm Sở Tài chính, Sở Nông nghiệp và PTNT báo cáo UBND tỉnh chi tiết về tình hình và kết quả chi hỗ trợ ngư dân theo từng loại chính sách và từng loại đối tượng","Ñinh ky rim kuyê, rim sônaêm Sô Tai chiênh, Sô Noâng nghieâp oeêng pôjing cham pôlei pôtho khan UBND tinh chi tieâÊt lôêm tôdrong oeêng thu ‘yoêk chi tôguêm naê ma ‘boi rim loai tôdrong oeêng rim loai ñoâÊi töông"
78,"Theo Quyết định 48/QĐ-TTg để gửi Bộ Tài chính, Bộ Nông nghiệp và PTNT để tổng hợp báo cáo Thủ tướng Chính phủ.","‘Boi kueâÊt ñinh puoân jiêt tôhngam/QÑ-TTg söê göi ‘Boâ Tai chiênh, ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei söê toâng hôêp pôtho khan Thu töôêng kôpal teh ñak"
79,Thời gian gửi báo cáo Quý chậm nhất sau 30 ngày kể từ ngày kết thúc Quý; báo cáo năm sau 60 ngày kể từ ngày kết thúc năm.,Jônang göi ‘baêo kaêo kuy ñunh pôgloh ñôêng roêng peâng jiêt ‘naêr khan ñôêng ‘naêr atuêch kuyê; ‘baêo kaêo sônaêm ñôêng roêng drôêu jiêt ‘naêr khan ñôêng ‘naêr atuêch sônaêm
