Tiếng Việt,Tiếng BaNa
"Mật độ và khoảng cách trồng: Thực tế sản xuất điều cho thấy nhiều vườn điều trồng dày, sau khi tỉa thưa năng suất vẫn không cao bởi vì điều là cây ưa sáng, tán lá phát triển mạnh trong những năm đầu, khi trồng quá dày cây sẽ bị vống cao với bộ tán lá hẹp, thưa thớt cho dù đã tỉa bỏ bớt cây thì tán lá vẫn không phát triển rộng được.","Maât ñoâ oeêng khoang kach pôtaêm: Thöêk teâÊ choh jang ñieâu aên ‘boh lö vöôn ñieâu pôtaêm hô‘bôl, ñôêng roêng tia thöa thu ‘yoêk araê biê lö yua ñieâu la ‘long waê rôdah, gôdai pôjing deâh lôêm rim sônaêm pôtôm, jônang pôtaêm pôgloh hô‘bôl ‘long ‘bi voâÊng ñuoâÊi adriêng ‘boâ gôdai ken, thöa thôt aên ôêi jôh tia tuêk ‘bôt ‘long thoi gôdai araê biê pôjing saê ñei"
"Kết quả là năng suất vẫn không được cải thiện. Mật độ trồng khuyến cáo là 178 cây/ha, khoảng cách 7x8m.","KeâÊt qua la thu ‘yoêk araê biê ñei alöng, maât ñoâ pôtaêm pôtho khan la minh hrieâng tôpôêh jiêt tôhngam ‘long lôêm minh hecta, khoang kach tôpôêh nhông tôhngam met"
"Đào và chuẩn bị hố trồng: Trước khi trồng nên thiết kế để định hướng và định cự ly trồng cho chính xác. Nếu trồng theo hàng, cần thiết kế các hàng theo hướng Bắc - Nam để cây tận dụng tối đa điều kiện ánh sáng cho sự phát triển bộ tán lá và sự ra hoa kết quả sau này.","Sil oeêng chuaân ‘bi troâm pôtaêm: Adrol jônang pôtaêm waê thieâÊt keâÊ söê ñinh höôêng oeêng ñinh köê ly pôtaêm aên trô troê. Tôêng pôtaêm ‘boi hang, waê thieâÊt keâÊ rim hang ‘boi kôpah Baêk – Nam söê ‘long taân juêng pôgloh tôdrong rôdah aên tôdrong pôjing ‘boâ gôdai oeêng tôdrong leêch pôkao ôêi pleêi ñôêng roêng ôêu"
"Đào hố theo hình hộp có kích thước 50x50x50cm hoặc 60x60x60cm. Khi đào hố cần chú ý để lớp đất mặt tơi xốp, nhiều mùn sang một bên miệng hố, phần đất dưới sâu để riêng ở miệng hố bên kia.","Sil troâm ‘boi hinh hoâp ôêi kiêch thöôêk pôñaêm jiêt nhôêng pôñaêm jiêt nhông pôñaêm jiêt centimet thoi drôêu jiêt nhông drôêu jiêt nhông drôêu jiêt centimet. Jônang sil troâm waê ngoê hnheêi söê lôêp teh maêt lômön, lö buk minh kôpah troâm, phaân teh oei jôruê söê kôdih oei ‘bôl troâm kôpah to"
"Đào hố xong, trộn lớp đất mặt đã để riêng với 10-20kg phân chuồng hoai + 0,5kg phân lân để bón lót. Sau khi đã trộn đều, kéo xuống lòng hố. Việc trộn phân lấp hố phải hoàn tất trước khi trồng ít nhất từ 20 -25 ngày.","Sil troâm keh, jrôêu lôêp teh maêt jôh söê kôdih adriêng minh jiêt truh ‘baêl jiêt kiloâgam phôêng chuoâng hoai koâng khoâng pheêi pôñaêm kiloâgam phôêng söê tuh lot. Ñôêng roêng jônang jôh jrôêu hôdôi, aên tômöt troâm. Tôdrong jrôêu phôêng ‘buê troâm phai keh kong adrol jônang pôtaêm ‘biêa pôgloh ñôêng ‘baêl jiêt truh ‘baêl jiêt pôñaêm ‘naêr"
"Kỹ thuật trồng: Khi mưa ổn định, đem cây con đã đủ tiêu chuẩn xuất vườn ra trồng.  Đối với đất xám hàm lượng sét cao, thoát nước kém phải vun đất đắp gốc để nước không đọng trong hố trồng sau những cơn mưa lớn.","Kô kach pôtaêm: Jônang ami oân ñinh, cheêp ‘long kon jôh duh tôdrong leêch vöôn naêm pôtaêm. Adriêng teh xam ham löông kôtaê lö, thoat ñak kheê phai khôl teh ‘buê tôm söê ñak biê töng lôêm troâm pôtaêm ñôêng roêng rim maêng ami groâng"
"Khi trồng, rải 10-20g Furadan/hố (để hạn chế kiến mối phá hoại cây con), tiến hành móc trộn lại hố, đặt bầu cây xuống cạnh hố dùng dao sắc cắt bỏ đi khoảng 2-3cm dưới đáy bầu, đặt bầu cây xuống chính giữa hố, rạch 1 đường theo chiều dọc của bầu và kéo bầu nilon ra, nén chặt đất quanh gốc cây.","Jônang pôtaêm, ta minh jiêt truh ‘baêl jiêt gam Furadan lôêm minh troâm (söê pôm tôjul hmuoâÊch, kôtieâl phaê ‘long kon), pôm jrôêu pieâu troâm, söê ‘bôu ‘long jul jeâÊ troâm ‘yoêk seêng kaêt tuêk khoang ‘baêl truh peâng centimet ôla ñaêy ‘bôu, söê ‘bôu ‘long jul tôêk pôêk troâm, rach minh trong ‘boi chieâu ‘yoêk ñôêng ‘bôu oeêng dui ‘bôu nilon leêch, ‘buê kôjaêp teh taêp dal tôm ‘long."
"Trồng xong nếu không gặp mưa, cần tiến hành tưới nước cho điều với lượng tưới ít khoảng 20 - 30 lít/hố để rễ và đất trong bầu liên kết với đất trong hố và cung cấp đủ nước cho cây con phòng khi gặp hạn trong những ngày đầu.","Pôtaêm keh tôêng biê tôjröm ami, waê chruêh ñak aên ñieâu adriêng löông chruêh ‘biêa khoang ‘baêl jiêt truh peâng jiêt lit lôêm minh troâm söê rieâÊh oeêng teh lôêm ‘bôêu lieân keâÊt adriêng teh lôêm troâm oeêng tôguêm duh ñak aên ‘long kon phong jônang tôjröêm toê phang lôêm rim ‘naêr pôtôm"
"Trồng dặm ngay khi thấy cây con chết để đảm bảo mật độ trồng và sinh trưởng đồng đều của vườn cây. Trong 2 năm đầu, cây còn nhỏ dễ bị gió mạnh làm long gốc, nghiêng cây và gãy cành, nên trồng các loại cây chắn gió tạm thời như cây muồng hoa vàng vào giữa 2 hàng điều.","Pôtaêm pieâu lôêm jônang ‘boh ‘long kon luoâÊch söê tômaên tôl maât ñoâ pôtaêm oeêng yaêl arih hôdôi ñôêng vöôn ‘long. Lôêm ‘baêl sônaêm pôtôm, ‘long araê ken hlaêu ‘biê kyal deâh pôm rôêu tôm, nghieâng ‘long oeêng tôköê tô‘bra, waê pôtaêm rim loai ‘long gôên kyal tam thôi in ‘long muoâng pôkao brôêu tômöt tôêk pôêk ‘baêl hang ñieâu"
"Làm cỏ: Việc trừ cỏ ở những vườn điều mới trồng trong những năm đầu tiên là rất quan trọng vì cỏ dại sẽ cạnh tranh chất dinh dưỡng, ánh sáng và nước với điều. ","Pôm nhaêt: Tôdrong ‘beêt nhaêt oei rim vöôn ñieâu anao pôtaêm lôêm rim sônaêm pôtôm la pôgloh yua nhaêt kanh tranh chaât yinh yöông, rôdah oeêng ñak adriêng ñieâu"
"Trong thời gian cây còn nhỏ cần làm sạch cỏ ngay trong gốc và cách mép tán từ 30-50 cm, thường làm sạch cỏ 3 đến 4 đợt/năm. ","Lôêm jônang ‘long araê ken waê pôm sach nhaêt lôêm tôm oeêng kach tôpanh gôdai ñôêng peâng jiêt truh pôñaêm jiêt centimet, deêch pôm sach nhaêt peâng truh puoân maêng lôêm minh sônaêm"
"Vào cuối mùa mưa nên phát dọn sạch cỏ và đốt hoặc cày chống cháy ngay để hạn chế cháy vườn vào mùa khô. Trong vườn điều kinh doanh đã khép tán, làm cỏ 1 năm 2-3 lần vào đầu, giữa và cuối mùa mưa. ","Tômöt atuêch jan ami waê möêih sach nhaêt oeêng soh thoi kaêi dôêt uênh sa söê pôm tôjul uênh sa vöôn tômöt jan toê phang. Lôêm vöôn ñieâu teêch bôdro jôh kheêp gôdai, pôm nhaêt minh sônaêm ‘baêl truh peâng maêng tômöt pôtôm, tôêk pôêk oeêng atuêch jan ami"
Việc làm cỏ và dọn sạch vườn vào cuối mùa mưa có tác dụng giúp cho việc thu hoạch sản phẩm được thuận lợi.,Tôdrong pôm nhaêt oeêng don sach vöôn tômöt atuêch jan ami oeêng tôdrong tôguêm aên tôdrong thu ‘yoêk san phaâm ñei alöng
"Trồng xen: Các cây họ Đậu như đậu phụng, đậu tương, đậu đen...là những cây trồng xen thích hợp; những loại cây khác như khoai mì, ngô, dứa...vẫn có thể trồng xen vào vườn điều nhưng điều quan trọng là phải bón phân đầy đủ cho cây trồng xen lẫn cây trồng chính.","Pôtaêm xen: Rim ‘long ho ñôêu in ñôêu phung, ñôêu töông, pra… la rim ‘long pôtaêm xen trô troê; rim loai ‘long nai in kumi, hôbo, kôchiêk… araê ôêi tôdrong pôtaêm xen tômöt vöôn ñieâu maêleêi tôdrong pôgloh la phai tuh phôêng duh aên ‘long pôtaêm xen ‘long pôtaêm chiênh"
"Trong những năm đầu (ít nhất là 3 năm) khi vườn điều chưa khép tán, nên trồng cây ngắn ngày cách gốc điều từ 1 - 1,5m. Chú ý không nên trồng xen vào vườn điều các loại cây trồng có cùng loại sâu, bệnh hại như bọ xít muỗi. ","Lôêm rim sônaêm pôtôm (‘biêa pôgloh la peâng sônaêm) jônang vöôn ñieâu ñim kheêp gôdai, waê pôtaêm ‘long kôñeh ‘naêr kach tôm ñieâu ñôêng minh truh minh pheêi pôñaêm met. Ngoê hnheêi biê neân pôtaêm xen tômöt vöôn ñieâu rim loai ‘long ôêi adriêng loai jôdroâng, jiê in ‘bo xit sôhmeêch"
"Ngoài ra, trên các vườn điều có độ dốc lớn có thể trồng các băng cây xen theo đường đồng mức để chống xói mòn và rửa trôi đất (dứa, cỏ vertiver, cốt khí).","Minh kôpah, lôêm rim vöôn ñieâu oei ñoâ tôgeêl groâng ôêi tôdrong pôtaêm rim ‘baêng ‘long xen ‘boi trong ñoâng möêk söê dôêt hlih teh oeêng ‘nhao ñông teh (kôchiêk, nhaêt vertiver, koâÊt khiê)"
"Tủ gốc và che phủ đất: Tủ gốc cho cây điều nhỏ tuổi có tác dụng giữ ẩm, điều hòa nhiệt độ đất, hạn chế cỏ dại và cung cấp một phần chất dinh dưỡng khi vật liệu tủ hoai mục. Có thể dùng nhiều vật liệu tủ lấy từ nơi khác đến hay từ chính lá cây điều và cỏ khô tại chỗ.","Athu tôm oeêng athu teh: Athu tôm aên ‘long ñieâu ken ôêi tôdrong jö lôngôêp, ñieâu hoa nhieât ñoâ teh, pôm tôjul nhaêt oeêng tôguêm minh phaân chaât yinh yöông jônang ñoâ athu hoai buk. ÔÊi tôdrong chaê yuoâ lö ñoâ athu ‘yoêk ñôêng dônoê nai truh thoi ñôêng chiênh hla ‘long ñieâu oeêng nhaêt khoâ oei minh nôi"
"Trồng cây phủ đất cũng có tác dụng như tủ gốc nhưng có phạm vi rộng hơn, không chỉ giới hạn ở phần gốc cây. Cây phủ đất có thể là cây phân xanh như muồng hoa vàng, cốt khí...hoặc là một số cây hoa màu đậu đỗ.","Pôtaêm ‘long phai athu teh kung ôêi tôdrong in athu tôm maêleêi ôêi tôdrong saê loi, biê thoâi giôêi han oei phaân tôm ‘long. ‘Long athu teh ôêi tôdrong la ‘long phông kseê in muoâng pôkao brôêu, koâÊt khiê… thoi la minh ksoâÊ ‘long pôkao môêu ñaâu ñoâ"
"Cây phủ đất vừa giữ độ ẩm, chống xói mòn đất, cải tạo tiểu khí hậu trong vườn cây, là nơi trú ngụ của các loài ký sinh, thiên địch chống sâu hại.","‘Long athu teh böa jö ñoâ lôngôêp, dôêt hlih teh, kai tao tieâu khiê hôêu lôêm vöôn ‘long, la dônoê oei ñôêng rim loai kyê sinh, thieân ñich dôêt jôroâng jiê"
Tạo hình: Cây điều nếu để phát triển tự nhiên sẽ phát sinh rất nhiều cành gần sát mặt đất tạo thành cây có dạng bụi và các cành của những cây gần nhau sẽ đan chéo vào nhau làm cho năng suất cây trồng bị giảm thấp. Do đó cần phải quan tâm tạo hình ngay từ 2 năm đầu tiên sau khi trồng.,Tao hinh: ‘Long ñieâu tôêng pôjing kôdrieâng pôm phat sinh pôgloh lö tô‘bra jeâÊ maêt teh pôm ñei ‘long ôêi yang tônôm oeêng rim tô‘bra ñôêng rim ‘long jeâÊ adriêng pôm ñan cheêo tômöt adriêng pôm aên thu ‘yoêk ‘long pôtaêm ‘biê tôjul. Yua ‘noh waê phai ngoê hnheêi tao hinh ñôêng ‘baêl sônaêm pôtôm ñôêng roêng pôtaêm
"Tác dụng của tạo hình (bẻ chồi, tỉa cành, tạo tán): Tạo điều kiện cho ánh sáng xâm nhập sâu vào bên trong tán điều, tăng độ thông thoáng, tăng khả năng đậu quả và hạn chế sự phát triển của sâu bệnh","Tôdrong ñôêng tao hinh (tôköê hô‘bu, tia tô‘bra, pôm gôdai): Pôm tôdrong aên rôdah naêm tômöt jôruê lôêm gôdai ñieâu, kjung ñoâ thoâng thoang, kjung tôdrong leêch pleêi oeêng pôm tôjul tôdrong pôjing ñôêng jôroâng jiê"
"Cây có tán cân đối, tránh cành đan xen giữa các cây làm giảm sản lượng, xén tỉa tạo hình kịp thời cho phép giảm những đầu tư không cần thiết về công lao động, vật tư và làm cho vườn cây đạt sản lượng cao.","‘Long ôêi gôdai kaân ñoâÊi, hli tô‘bra ñan xen tôêk pôêk rim ‘long pôm tôjul thu ‘yoêk, xeên tia tao hinh tôtam aên tôdrong pôm tôjul rim tôdrong tôguêm biê kô waê lôêm koâng pôm, vaât tö oeêng pôm aên vöôn ‘long ñat thu ‘yoêk deâh"
"Kỹ thuật tỉa cành, tạo tán","Kô kach tia tô‘bra, pôm gôdai"
"Khi cây còn nhỏ 1-3 năm tuổi thường xuyên theo dõi và đánh bỏ chồi vượt kịp thời, để cố định 1 thân chính, cắt những cành dưới thấp, chỉ để lại các cành cách mặt đất ở độ cao từ 0,6 m trở lên.","Jônang ‘long araê ken minh truh peâng sônaêm deêch ngoê hnheêi oeêng kaêt tuêk hô‘bu blung adrol tôtam, söê koâÊ ñinh minh ‘long chiênh, kaêt rim tô‘bra oei kôñeh, söê kah rim tô‘bra kach maêt teh oei ñoâ ñuoâÊi ñôêng khoâng pheêi drôêu met kjung"
"Điều này giúp cho cây tập trung dinh dưỡng để vươn cao, về sau việc chăm sóc vườn cây được dễ dàng, thu nhặt quả cũng được thuận lợi. ","Tôdrong anu tôguêm aên ‘long pônhoâm yinh yöông sö êkjung ñuoâÊi, ñôêng roêng ‘noh tôdrong tôme rong vöôn ‘long ñei hlaêu, thu ‘yoêk pleêi kung ñei alöng"
"Nên cắt những cành có góc phân cành hẹp, nhằm tạo điều kiện cho ánh sáng xuyên qua dễ dàng, tạo cho cây non có bộ tán phát triển cân đối.","Waê kaêt rim tô‘bra ôêi goêk phaân tô‘bra ken, söê pôm tôdrong aên rôdah xueân kua hlaêu, pôm aên ‘long kon ôêi ‘boâ gôdai pôjing kaân ñoâÊi"
"Khi cây ở thời kỳ kinh doanh (từ năm thứ 4 trở đi): Việc tỉa cành tạo tán được thực hiện đều đặn 2 lần/năm. Lần 1 sau khi thu hoạch xong kết hợp với dọn vườn và làm cỏ đợt 1, đợt này thường làm vào tháng 5-6 hàng năm. ","Jônang ‘long ôêi jônang teêch bôdro (ñôêng sônaêm maêng maê puoân kjung): Tôdrong tia tô‘bra pôm gôdai ñei pôm hôdôi ‘baêl maêng lôêm minh sônaêm. Maêng maê minh ñôêng roêng thu ‘yoêk keh keâÊt hôêp adriêng don vöôn oeêng pôm nhaêt maêng maê minh, maêng maê anu deêch pôm tômöt kheêi pôñaêm – kheêi drôêu rim sônaêm"
"Lần 2 tiến hành tỉa cành tạo tán vào trước lúc ra hoa khoảng 2-3 tháng để việc ra hoa đậu quả được thuận lợi, khoảng tháng 9-10 hàng năm.","Maêng maê ‘baêl pôm tia tô‘bra pôm gôdai tômöt adrol jônang leêch pôkao khoang ‘baêl truh peâng kheêi söê tôdrong leêch pôkao ôêi pleêi ñei alöng, khoang kheêi tôxiênh truh kheêi minh jiêt rim sônaêm"
"Khi tỉa cành cần cắt bỏ những cành khô, mục, cành bị sâu bệnh phá hoại, các cành rợp trong tán cây và các cành đan xen vào nhau. ","Jônang tia tô‘bra waê kaêt tuêk rim tô‘bra srieâng, buk, tô‘bra ‘biê jôdroâng jiê phaê, rim tô‘bra rôp lôêm gôdai ‘long oeêng rim tô‘bra ñan xen tômöt adriêng"
"Một số trường hợp cây sinh trưởng mạnh, ít ra hoa quả, có thể tỉa cành nặng để hạn chế sinh trưởng sẽ kích thích phát dục, nâng cao năng suất của cây.","Minh ksoâÊ tôdrong ‘long yaêl arih deâh, ‘biêa leêch pôkao, pleêi, ôêi tôdrong tia tô‘bra traêp söê pôm tôjul tôdrong yaêl arih pôm kiêch thiêch phat ‘yuêk, poâk xuoân thu ‘yoêk ñôêng ‘long"
"Trên những cây lớn tuổi, cành to, già cỗi có tán giao nhau giữa các cây, có thể tỉa đau bằng cách cắt ngọn cành tới 2/3 chiều dài cành. Việc tỉa đau thường làm suy yếu cây, vì thế 2 - 3 năm mới tạo hình đau 1 lần.","Lôêm rim ‘long lö sônaêm, tô‘bra groâng, kraê ôêi gôdai giao adriêng tôêk pôêk rim ‘long, ôêi tôdrong tia jiê ñôêng kô kach kaêt weâch tô‘bra truh ‘baêl phaân peâng trong ñuoâÊi tô‘bra. Tôdrong tia jiê deêch pôm yeâÊu ‘long, yua ‘noh ‘baêl truh peâng sônaêm anao tao hinh jiê minh maêng"
"Trong việc tỉa cành chú ý làm vệ sinh tốt các vết cắt, nhất là các cành to, nếu không làm tốt sẽ tạo điều kiện cho bệnh chảy mủ phát triển làm suy yếu cây. Dụng cụ tỉa là cưa sắc hay kéo, khi tỉa tránh làm tổn thương các cành giữ lại trên cây. Quét dung dịch Bordeaux 1% lên các mặt cắt lớn.","Lôêm tôdrong tia tô‘bra ngoê hnheêi pôm veâ sinh hôgeêi rim veâÊt kaêt, pôgloh la rim tô‘bra groâng, tôêng ‘bi pôm hôgeêi pôm tôdrong aên jiê leêch kôtaê pôjing pôm yeâÊu ‘long. Ñoâ tia la köa thoi keêo, jônang tia hli pôm toân thöông rim tô‘bra jö kah oei ‘long. Kueêt ‘yung jiêt Bordeaux minh phaân traêm lôêm rim maêt kaêt groâng"
Bón phân thời kỳ KTCB của vườn điều ghép thường kéo dài khoảng 3 năm kể từ khi trồng tùy theo điều kiện đất đai và chăm sóc. Ngoài lượng phân hữu cơ được bón lót khi trồng mới,Tuh phôêng jônang KTCB ñôêng vöôn ñieâu gheêp deêch dui ñunh khoang peâng sônaêm khan ñôêng jônang pôtaêm tuy ‘boi tôdrong teh oeêng tôme rong. Minh kôpah löông phôêng höu kô ñei tuh lot jônang pôtaêm anao
Ở giai đoạn này cây cần được bón phân nhiều đợt (3-4 đợt/năm) với liều lượng ít vào lúc cây đã hoàn thành đợt lá trước và chuẩn bị phát đợt lá tiếp theo.,Oei jônang anu ‘long waê ñei tuh phôêng lö maêng ( peâng truh puoân maêng lôêm minh sônaêm) adriêng lieâu löông ‘biêa tômöt jônang ‘long jôh keh kong maêng hla adrol oeêng chuaân ‘bi phat maêng hla pieâu
"Phân lân được chú ý trong các năm đầu tiên để giúp vào sự phát triển của bộ rễ. Khi cây còn nhỏ để tránh hiện tượng cây bị xót rễ, cháy lá hoặc chết, khi bón phân cần rải đều trên mặt cách xa gốc 25-30cm, dùng cuốc xăm xới và lấp phân. ","Phôang laân ñei ngoê hnheêi lôêm rim sônaêm pôtôm söê tôguêm tômöt tôdrong pôjing ñôêng ‘boâ rieâÊh. Jônang ‘long araê ken söê hli tôdrong ‘long biê araê rieâÊh, chaêy hla thoi luoâÊch, jônang tuh phôêng waê ta hôdôi lôêm maêt kach hloê tôm ñôêng ‘baêl jiêt pôñaêm truh peâng jiêt centimet, ‘yoêk kuoâk khôl oeêng ‘buê phôêng"
"Cây lớn thì bón theo chu vi hình chiếu của rìa bên ngoài tán cây. Trước khi bón nên trộn đều phân Urê với phân Kali để bón, phân lân cần bón riêng.","‘Long groâng thoi tuh ‘boi chu vi hinh chieâÊu ñôêng ria ôgah gôdai ‘long. Adrol jônang tuh waê jrôêu hôdôi phôêng Ureâ adriêng phôêng Kali söê tuh, phôêng laân waê tuh kôdih"
Bón phân thời kỳ kinh doanh của vườn điều ghép được tính từ năm thứ 4 trở đi. Giai đoạn này cây thường phát triển từ 1-2 đợt lá/năm. ,Tuh phôêng jônang teêch bôdro ñôêng vöôn ñieâu gheêp ñei tiênh ñôêng sônaêm maêng maê puoân kjung. Jônang anu ‘long deêch pôjing ñôêng minh truh ‘baêl maêng hla lôêm minh sônaêm
"Lượng phân bón cho điều thường được chia làm 2 đợt, đợt 1 bón vào đầu mùa mưa (tháng 5- 6), đợt 2 bón vào cuối mùa mưa nhưng phải trước khi chấm dứt mưa khoảng 1 tháng (tháng 9-10).","Löông phôêng tuh aên ñieâu deêch ñei asong pôm ‘baêl maêng, maêng maê minh tuh tômöt kôl jan ami (kheêi pôñaêm-kheêi drôêu), maêng maê ‘baêl tuh tômöt atuêch jan ami maêleêi phai adrol jônang ñiê ami khoang minh kheêi (kheêi tôxiênh-kheêi minh jiêt)"
Khi vườn điều chưa khép tán nên bón phân theo hình vành khăn: đào rãnh sâu 10- 15cm quanh mép tán sau đó rải đều phân và lấp lại. Đối với những vùng đất dốc thì đầu mùa mưa bón trên phần đất cao và cuối mùa mưa bón trên phần đất thấp của tán.,Jônang vöôn ñieâu ñim kheêp gôdai waê tuh phôêng ‘boi hinh vanh khaên: sil troâm jôruê minh jiêt truh minh jiêt pôñaêm centimet taêp dal tôpanh gôdai ñôêng roêng ‘noh ta hôdôêi phôêng oeêng ‘buê pieâu. Adriêng rim apung teh tôgeêl thi kôl jan ami tuh lôêm phaân teh ñuoâÊi oeêng atuêch jan ami tuh lôêm phaân teh kôñeh ñôêng gôdai
Khi vườn cây đã khép tán nên đào rãnh giữa hai hàng cây theo ô bàn cờ để bón phân. Nên bón thêm phân chuồng khoảng 10-20 kg/cây/năm hoặc 5-10kg phân hữu cơ vi sinh. Ở những vùng đất nghèo dinh dưỡng có thể tăng lượng phân bón lên gấp đôi. ,Jônang vöôn ‘long jôh kheêp gôdai waê sil troâm tôêk pôêk ‘baêl hang ‘long ‘boi oâ ‘ban kô sö tuh phôêng. Waê tuh pieâu phôêng chuoâng khoang minh jiêt truh ‘baêl jiêt kiloâgam lôêm minh ‘long lôêm minh sônaêm thoi pôñaêm truh minh jiêt kiloâgam phôêng höu kô vi sinh. Oei rim apung teh ‘biêa yinh yöông ôêi tôdrong kjung löông phôêng tuh kjung gôêp ‘baêl
Khối lượng phân nguyên chất quy thành phân thương phẩm,KhoâÊi löông phôêng ngueân chaât kuy thanh phôêng thöông phaâm
"Bổ sung dinh dưỡng cho vườn điều vào thời điểm ra hoa đậu quả để thu được năng suất cao bằng cách sử dụng các chế phẩm phun qua lá chuyên dùng cho cây điều như HPC - B97, TN Grow…. Ở những vườn điều kinh doanh cần có máy phun cao áp mới phun được cho cây điều trưởng thành.","Tôguêm yinh yöông aên vöôn ñieâu tômöt jônang leêch pôkao ôêi pleêi söê thu ñei thu ‘yoêk deâh ñôêng kô kach chaê yuoâ cheâÊ phaâm phun kua hla deêch chaê yuoâ aên ‘long ñieâu in HPC-B tôxiênh tôpôêh, TN Grow… Oei rim vöôn ñieâu teêch bôdro waê ôêi maêy phun kao ap anao phun ñei aên ‘long ñieâu groâng"
"Đặc điểm và triệu chứng gây hại: Có 2 loài sâu đục thân gây hại trên cây điều. Sâu trưởng thành là bọ cánh cứng, họ Cerambicidae, bộ Coleoptera dài khoảng 25-40 mm, có đôi râu đầu gồm 10 đốt. Râu đầu có gốc to, đầu mỗi đốt râu có màu đen.","Ñaêk ñieâm oeêng trieâu chöng pôm glaêi: ÔÊi ‘baêl loai jôdroâng phaê ‘long pôm glaêi lôêm ‘long ñieâu. Jôdroâng groâng la ‘bo pônal kheêng, ho Cerambicidae, ‘boâ Coleoptera ñuoâÊi khoang ‘baêl jiêt pôñaêm truh puoân jiêt milimet, ôêi ñoâi soêk kôl thoi leê minh jiêt apaêng. Soêk kôl ôêi tôm groâng, kôl rim apaêng soêk ôêi môêu gaêm"
"Thân màu nâu đỏ, đầu và ngực màu nâu sẫm hoặc đen tuyền. Trứng có hình bầu dục, màu trắng đục. Sâu non có màu trắng. ","Ôkôêu môêu naâu goâh, kôh oeêng kôtôêh môêu naâu saâm thoi gaêm. Kôtaêp ôêi hinh ‘bôu ‘yuêk, môêu ‘bak ñuk. Jôdroâng kon ôêi môêu ‘bak"
Trưởng thành cái đẻ trứng từng cái riêng lẻ vào các khe hở của vỏ gốc thân từ 1m trở xuống hoặc phần rễ cây phơi ra ngoài. Sau 4-6 ngày trứng nở.,Groâng akanh ñeh kôtaêp minh toê kôdih tômöt rim troâm ñôêng kôñoh tôm ‘long ñôêng minh met tôjul thoi phaân rieâÊh ‘long oei ôgah. Ñôêng roêng puoân truh drôêu ‘naêr kôtaêp choâh
"Sâu non đục vào phần mô vỏ cây, chỗ sâu đục có nhựa tiết ra ngoài cùng với mùn cây. Sâu non ăn các mô dưới biểu bì của thân cây tạo ra thành những đường hầm nhiều ngóc ngách làm tắc các mô mạch dẫn nhựa của cây. Vòng đời của sâu đục thân khoảng 10 tháng. ","Jôroâng kon sa tômöt phaân moâ kôñoh ‘long, dônoê jôdroâng sa ôêi kôtaê leêch ôgah adriêng buk ‘long. Jôroâng kon sa rim moâ ôla ‘bieâu ‘bi ñôêng ‘long pôm leêch ñei rim trong chôhluêng lö trong pôm taêk rim moâ maêch cheêp kôtaê ñôêng ‘long. Vong ñôi ñôêng jôdroâng phaê ‘long khoang minh jiêt kheêi"
"Sâu gây hại lẻ tẻ từng cây hoặc thành từng vùng cục bộ trong vườn. Trên một cây có thể chỉ gây hại một vài cành. Khi cây bị gây hại nặng, lá cây bị vàng và rụng, cành hoặc thân bị khô dần và chết.  ","Jôroâng pôm glaêi lôêm minh ‘long thoi rim apung kuêk ‘boâ lôêm teh dal hnam. Lôêm minh ‘long ôêi tôdrong anao pôm glaêi minh ‘baêl tô‘bra. Jônang ‘long ‘biê pôm glaêi deâh, hla ‘long ‘biê ‘brôêu oeêng ruh, tô‘bra thoi ôkôêu ‘biê srieâng oeêng luoâÊch"
"Biện pháp phòng trừ: Đây là loài sâu rất khó phòng trừ, hiệu quả nhất là thường xuyên kiểm tra vườn cây để phát hiện sớm các lỗ đục, rạch lỗ đục giết chết sâu non, bắt trưởng thành giết bằng tay khi chúng vũ hóa ra ngoài, chặt bỏ cây chết và đốt để tránh lây lan.","Tôdrong phong dôêt: Anu la loai jôroâng pôgloh khoê phong dôêt, thu ‘yoêk pôgloh la deêch naêm ngoê hnheêi vöôn ‘long söê ‘boh sruoâÊih rim troâm phaê, rach troâm ‘beêt luoâÊch jôdroâng kon, roâp groâng ‘beêt ñôêng ti jônang kaên hô vu hoêa leêch ôgah, koh tuêk ‘long luoâÊch oeêng soh söê hli apoh"
"Biện pháp hóa học: Sử dụng hỗn hợp vôi + lưu huỳnh + nước theo tỷ lệ (10:1:40), có thể thêm đất sét quét quanh gốc từ 1,2m trở xuống để ngăn ngừa trưởng thành đẻ trứng.","Tôdrong hoêa hoêk: Chaê yuoâ hoân hôêp sra koâng löu huynh koâng ñak ‘boi ty leâ (minh jiêt:minh:puoân jiêt), ôêi tôdrong theâm teh kôtaê kueêt taêp dal tôm ñôêng minh pheêi ‘baêl met tôjul söê gôên jôdroâng groâng ñeh kôtaêp"
Sâu đục ngọn (Bọ phấn đầu dài) ,Jôdroâng phaê weâch (‘Bo phaâÊn kôl ñuoâÊi)
