Tiếng Việt,Tiếng BaNa
"Theo đó, BCH Đảng bộ huyện tiếp tục phát huy nội lực, quan tâm chỉ đạo phát triển kinh tế, đầu tư phát triển sản xuất, xây dựng cơ bản, đảm bảo an sinh xã hội, đảm bảo ổn định chính trị, phòng chống có hiệu quả các loại tội phạm và tệ nạn xã hội","Boi noh, khul chaâp hanh Ñang boâ huyeân ling lang pôjing noâi lök, ngo hnhei pôgôl pôjing kinh teâ, tôgum pôjing choh jang, tôjung pôm kô ban, tômaên tôl an sinh xa hoâi, tômaên tôl alöng chinh tri, phong dôt ôi thu yok rim loai bôngai pôm glaêi oeng teâ nan xa hoâi"
"Chú trọng công tác phát triển đảng viên, tiếp tục thực hiện Nghị quyết số 18 của BCH TƯ Đảng Khóa XII về sắp xếp bộ máy tinh gọn, hoạt động hiệu quả, đẩy mạnh củng cố xây dựng tổ chức cơ sở Đảng trong sạch vững mạnh, nâng cao năng lực lãnh đạo và sức chiến đấu của tổ chức cơ sở Đảng","Ngo hnhei tôdrong pôjing ñang vieân, ling lang pôm Nghi quyeât ksoâ 18 ñông Khul chaâp hanh TÖ Ñang khoa XIII lôm sap xeâp boâ may alöng, pôm ôi thu yok, jôraê deâh cung coâ tôjung pôm toâ chöc cô sô Ñang uoâl ieâl kôjaêp, poâk xuoân tôdrong pôgôl oeng jaêng tôplah ñông toâ chöc cô sô Ñang"
"Triển khai có hiệu quả nội dung học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh về nêu cao tinh thần trách nhiệm chống chủ nghĩa cá nhân gắn với thực hiện các chỉ thị, nghị quyết của Trung ương về xây dựng Đảng","Pônhroh ôi thu yok tôdrong hok tôp oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM lôm poâk xuoân nöih sôngöm trach nhieâm dôt chu nghia kôdih ôkôu pôtep adring pôm rim chi thi, nghi quyeât ñông Trung öông lôm tôjung pôm Ñang"
"Dịp này, Huyện ủy Vĩnh Thạnh cũng đã dành thời gian triển khai nội dung Chỉ thị 35 ngày 30.5.2019 của Bộ Chính trị và Kế hoạch thực hiện Chỉ thị 35 của Huyện ủy Vĩnh Thạnh về đại hội đảng bộ các cấp tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng","Maêng maê anu, Huyeân uy Vinh Thanh kung jôh sö jônang pônhroh noâi dung chi thi 35 naêr 30/5/2019 ñông Boâ chinh tri oeng glong pônhroh pôm chi thi 35 ñông Huyeân uy Vinh Thanh lôm Ñai hoâi Ñang boâ rim kôp naêm truh Ñai hoâi Ñai bieâu toan quoâc maêng maê XIII ñông Ñang"
"Phát biểu kết luận hội nghị, đồng chí Hồ Xuân Ánh - Tỉnh ủy viên, Bí thư Huyện ủy nhấn mạnh những kết quả đạt được và hạn chế trong công tác lãnh đạo, chỉ đạo tổ chức thực hiện nhiệm vụ chính trị 9 tháng đầu năm, đồng thời chỉ ra một số nhiệm vụ công tác trọng tâm của 3 tháng cuối năm 2019","Pôñam bôl atuch Hoâi nghi, ñ/c Hoâ Xuaân Anh – Tinh uy vieân, Bi thö Huyeân uy pôñam deâh rim thu yok ñat ñei oeng tôdrong han cheâ lôm tôdrong pôgôl pôlok pôm tôdrong chinh tri 9 khei kôl sônaêm, thoi noh pôchi lech minh ksoâ tôdrong pôm pôgloh ñông 3 khei atuch sônaêm 2019"
"Giao nhiệm vụ cho các tổ chức cơ sở Đảng tập trung lãnh đạo thực hiện thắng lợi các nhiệm vụ kinh tế - xã hội, định hướng tư tưởng đảm bảo sự ổn định, thống nhất trong Đảng và sự đồng thuận trong nhân dân","Pôjao tôdrong pôm aên rim toâ chöc cô sô Ñang pônhoâm pôgôl pôm thaêng lôi rim tôdrong kinh teâ xa hoâi, ñinh höông nöih sôngöm tômaên tôl tôdrong alöng lôm Ñang oeng tôdrong kô waê ñông kon tôring"
"Đẩy mạnh củng cố xây dựng tổ chức cơ sở Đảng trong sạch vững mạnh, nâng cao năng lực lãnh đạo và sức chiến đấu của tổ chức cơ sở Đảng","Jôraê deâh cung coâ tôjung pôm toâ chöc cô sô Ñang uoâl ieâl kôjaêp, poâk xuoân tôdrong pôgôl oeng jaêng tôplah ñông toâ chöc cô sô Ñang"
"Về công tác chuẩn bị Đại hội Đảng bộ các cấp tiến tới Đại hội XIII của Đảng, đồng chí Bí thư Huyện ủy đề nghị các đại biểu cần tiếp thu nghiêm túc và triển khai thực hiện tốt Chỉ thị số 35 ngày 30/5/2019 của Bộ Chính trị về Đại hội Đảng bộ các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XIII của Đảng","Lôm tôdrong goâ ñech Ñai hoâi Ñang boâ rim kôp naêm truh Ñai hoâi XIII ñông Ñang, ñ/c Bi thö huyeân uy pôkaê rim naê ma pôgôl waê tieâp thu tôpaê oeng pônhroh pôm hôgei chi thi ksoâ 35 naêr 30/5/2019 ñông Boâ chinh tri lôm Ñai hoâi Ñang boâ rim kôp naêm truh Ñai hoâi Ñai bieâu toan quoâc maêng maê XIII ñông Ñang"
"Xây dựng kế hoạch tổ chức đại hội các chi bộ, đảng bộ; chuẩn bị tốt công tác nhân sự cấp ủy đảm bảo chặt chẽ, đúng điều lệ, quy chế, quy định. Từ đó, tạo sự thống nhất cao về ý chí và hành động, lãnh đạo, chỉ đạo thực hiện tốt công tác chuẩn bị về mọi mặt để tổ chức thành công Đại hội Đảng các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XIII của Đảng và thực hiện tốt nhiệm vụ chính trị của địa phương, đơn vị","Tôjung pôm glong pônhroh pôlok ñai hoâi rim chi boâ, ñang boâ; goâ ñech hôgei tôdrong nhaân sö kôp uy tômaên tôl kôjaêp, trô tro tôdrong. Ñông noh, pôm tôdrong thoâng nhaât lôm nöih sôngöm oeng tôdrong pôm, pôgôl pôm hôgei tôdrong goâ ñech lôm ñi ñaêng rim tôdrong sö pôlok keh kong Ñai hoâi Ñang rim kôp naêm truh Ñai hoâi Ñai bieâu toan quoâc maêng maê XIII ñông Ñang oeng pôm hôgei tôdrong chinh tri ñông cham pôlei, ñôn vi"
"Thực hiện Chỉ thị số 35, ngày 30/5/2019 của Bộ Chính trị “về đại hội đảng bộ các cấp tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng”, Ban Chấp hành Đảng bộ huyện đã ban hành Kế hoạch số 66-KH/TU, ngày 19.8.2019 về triển khai thực hiện đại hội đảng bộ các cấp","Pôm chi thi ksoâ 35 naêr 30/5/2019 ñông Boâ chinh tri lôm Ñai hoâi ñang boâ rim kôp naêm truh Ñai hoi ñai bieâu toan quoâc maêng maê XIII ñông Ñang, Khul chaâp hanh Ñang boâ huyeân jôh aên lech glong pônhroh ksoâ 66-KH/TU, naêr 19/8/2019 lôm pônhroh pôm ñai hoâi ñang boâ rim kôp"
"Theo đó, Huyện ủy xác định Đại hội đảng bộ từ huyện đến cơ sở thực hiện 04 nội dung: Tổng kết việc thực hiện nghị quyết đại hội đảng bộ, chi bộ nhiệm kỳ 2015 - 2020 và xác định phương hướng, mục tiêu, nhiệm vụ, giải pháp của đảng bộ, chi bộ nhiệm kỳ 2020 - 2025","Boi noh, Huyeân uy pôtho khan Ñai hoâi ñang boâ ñông huyeân truh cô sô pôm 04 tôdrong: Toâng keât tôdrong pôm nghi quyeât ñai hoâi ñang boâ, chi boâ nhieâm ky 2015 – 2020 oeng pôtho khan tôdrong pôm ñông ñang boâ, chi boâ nhieâm ky 2020 – 2025"
"Thảo luận, đóng góp ý kiến vào dự thảo các văn kiện Đại hội đại biểu toàn quốc lần thứ XIII của Đảng và dự thảo văn kiện đại hội đảng cấp trên trực tiếp","Pôñam bôl, pôgop y kieân tômöt dö thao rim vaên kieân ñai hoâi ñai bieâu toan quoâc maêng maê XIII ñông Ñang oeng dö thao vaên kieân ñai hoâi ñang kôp kôpöng trök tieâp"
"Bầu ban chấp hành đảng bộ, chi bộ nhiệm kỳ 2020 - 2025","Bôu khul chôp hanh ñang boâ, chi boâ nhieâm ky 2020 – 2025"
Bầu đoàn đại biểu dự đại hội đảng bộ cấp trên,Bôu khul naê ma pôgôl dö ñai hoâi ñang boâ kôp kôpöng
"Những nơi có khó khăn liên quan đến công tác nhân sự, được cấp ủy có thẩm quyền đồng ý thì tiến hành đại hội với 3 nội dung, chưa thực hiện nội dung thứ 3 về bầu cấp ủy khóa mới","Rim dô no hrat tônap lieân quan truh tôdong nhaân sö, ñei kôp uy ôi thaâm quyeân ñoâng y thi pôlok ñai hoâi adring 03 tôdrong, ñim pôm tôdrong maêng maê 3 lôm bôu kôp uy khoa anao"
"Về thời gian tiến hành đại hội: Đại hội các chi bộ trực thuộc đảng bộ cơ sở không quá 1 ngày, tổ chức trong quý I năm 2020 và hoàn thành trước ngày 31.3.2020","Lôm jônang pôlok ñai hoâi: Ñai hoâi rim chi boâ trök thuoâc ñang boâ cô sô bi loi 01 naêr, pôlok lôm quy I sônaêm 2020 oeng keh kong adrol naêr 31/3/2020"
"Đại hội chi bộ cơ sở không quá 1 ngày, đại hội đảng bộ cấp cơ sở không quá 2 ngày; bắt đầu từ tháng 4/2020, hoàn thành trước ngày 30/6/2020","Ñai hoâi chi boâ cô sô bi loi 01 naêr, ñai hoâi ñang boâ cô sô bi loi 02 naêr; pôlok pôm ñông khei 4/2020, keh kong adrol naêr 30/6/2020"
Đại hội đại biểu Đảng bộ huyện lần thứ XVIII dự kiến tổ chức vào tháng 8 năm 2020,Ñai hoâi ñai bieâu Ñang boâ huyeân maêng maê XVIII pôtho khan pôlok tômöt khei 8/2020
"Sáng ngày 9.10, Ủy Ban MTTQ Việt Nam tỉnh phối hợp Ủy ban MTTQ Việt Nam huyện Vĩnh Thạnh tổ chức Lễ ra mắt mô hình điểm Khu dân cư bảo vệ môi trường và ứng phó với biến đổi khí hậu tại Làng 6, xã Vĩnh Thuận","Bôgheâ naêr 9/10, UBMTTQVN tinh adring UBMTTQVN huyeân Vinh Thanh pôlok maêng lech maêt moâ hinh ñieâm apung naê ma jö vei moâi tröông oeng öng pho adring tôplih plenh dô no Lang 6, xa Vinh Thuaân"
"Tại buổi Lễ, lãnh đạo Ủy ban MTTQ Việt Nam xã Vĩnh Thuận thông qua Quyết định thành lập mô hình điểm; Quyết định thành lập Ban chủ nhiệm mô hình; Quy chế hoạt động và phát động thi đua xây dựng khu dân cư đạt mô hình điểm bảo vệ môi trường và ứng phó với biến đổi khí hậu; hướng dẫn khu dân cư và hộ gia đình ký cam kết thực hiện công tác giữ gìn và bảo vệ môi trường ở khu dân cư và một số nội dung khác","Dô no maêng leâ, pôgôl UBMTTQVN xa Vinh Thuaân thoâng kua quyeât ñinh pôjing anao moâ hinh ñieâm; quyeât ñinh pôjing anao khul chu nhieâm moâ hinh; quy cheâ pôm oeng phat ñoâng tôjroh tôjung pôm apung naê ma ñat moâ hinh ñieâm jö vei moâi tröông oeng öng pho adring tôplih pôlenh; pôtho khan apung naê ma oeng unh hnam ky cam keât pôm tôdrong jö vei oeng bao veâ moâi tröông oei apung naê ma oeng minh ksoâ tôdrong nai"
"Tham gia mô hình này, hàng tuần các hộ dân trong Làng tham gia quét dọn và thu gom rác thải đúng quy định, đảm bảo vệ sinh chung đoạn đường tự quản","Adring pôm moâ hinh anu, minh tuaân rim unh hnam lôm pôlei adring pôm quet don oeng thu pônhoâm rac tro tôdrong, tômaên tôl veâ sinh ñoan trong kôñih ngo hnhei"
Hàng tháng tổ chức sinh hoạt 1 lần,Minh khei pôlok sinh hoat minh maêng
Mô hình triển khai được người dân trong Làng đồng tình ủng hộ,Moâ hinh pônhroh ñei naê ma lôm pôlei tôpaê kô waê
"Nhân dân Làng 6, xã Vĩnh Thuận đều ký cam kết sẽ cùng đoàn kết để bảo vệ môi trường xanh sạch đẹp ở địa phương","Kon tôring Lang 6 xa Vinh Thuaân hôdôi ky cam keât pôtho khan adring ñoan keât sö jö vei moâi tröông kse uoâil ieâl, alöng lieâm oei cham pôlei"
"Thông qua đây, nhằm tăng cường công tác tuyên truyền bảo vệ môi trường và ứng phó với biến đổi khí hậu, góp phần quan trọng vào việc nâng cao nhận thức, thay đổi hành vi của người dân về trách nhiệm bảo vệ môi trường trong khu dân cư","Kua noh, sö kjung tôdrong pôtho khan jö vei moâi tröông oeng öng pho adring tôplih pôlenh, pôgop tôdrong pôgloh tômöt tôdrong poâk xuoân tôdrong baêt, tôplih tôdrong pôm ñông naê ma lôm tôdrong jö vei moâi tröông lôm apung naê ma"
"Nhằm thực hiện tốt Cuộc vận động Toàn dân đoàn kết xây dựng nông thôn mới, đô thị văn minh trên địa bàn xã","Sö pôm hôgei maêng krao akom ñi ñaêng naê ma ñoan keât tôjung pôm cham pôlei anao, ñoâ thi alöng lieâm lôm tôring xa"
"Sau buổi Lễ, bà con trong làng đã ra quân dọn dẹp vệ sinh, trồng cây xanh, trồng hoa dọc tuyến đường giao thông chính trong thôn, tạo cảnh quan môi trường, đường làng ngõ xóm thông thoáng, sạch đẹp","Ñông rong maêng leâ, naê ma lôm pôlei jôh leïch quaân don veâ sinh, pôtaêm long, pôkao boi tuyeân trong naêm chinh lôm cham pôlei, pôm canh quan moâi tröông, trong cham pôlei alöng lieâm"
"Từ chương trình giảm nghèo nhanh và bền vững theo Nghị quyết 30a của Chính phủ, 10 năm qua (từ năm 2009 đến năm 2019), huyện Vĩnh Thạnh đã tiếp nhận trên 305 tỷ đồng để triển khai xây dựng 112 công trình; trong đó, có 14 công trình giao thông, 34 công trình thủy lợi, 44 công trình giáo dục và văn hóa, 11 công trình điện và nước sinh hoạt, 10 công trình y tế","Ñông chöông trinh tôjul dônuh ranh oeng kôjaêp boi Nghi quyeât 30a ñông kôpal the ñak,10 sônaêm anu yuoâ ôu (ñông sônaêm 2009 truh sônaêm 2019), huyeân Vinh Thanh jôh tieâp yok loi 305 ty ñoâng sö pônhroh pôm 112 koâng trinh; lôm noh ôi 14 koâng trinh trong naêm, 34 koâng trinh thuy lôi, 44 koâng trinh giao duc oeng vaên hoa, 11 koâng trinh ñieân oeng ñak sinh hoat, 10 koâng trinh y teâ"
"Nhìn chung, các chủ đầu tư đã nghiêm túc thực hiện đúng các quy định trong quá trình đầu tư xây dựng","Ngo adring, rim chu tôgum jôh tôpaê pôm trô tro rim tôdrong lôm jônang tôgum pôm"
"Việc đầu tư xây dựng cơ sở hạ tầng trên địa bàn huyện Vĩnh Thạnh trong những năm qua đã đem lại nhiều kết quả tích cực như: Đường bê tông được xây dựng đến các thôn, làng, tạo điều kiện thuận lợi cho nhân dân đi lại và giao thương","Tôdrong tôgum pôm cô sô ha taâng lôm tôring huyeân lôm lö sônaêm anu yuoâ ôu jôh chep aên lö thu yok pôjaêng in: Trong beâ toâng ñei pôm truh rim thoân, pôlei, pôm tôdrong alöng aên naê ma naêm oeng tech bôdro"
Người dân các vùng hưởng lợi nhờ có nguồn nước sử dụng đảm bảo hơn từ những công trình cấp nước sinh hoạt tự chảy hoặc các dự án cấp nước sinh hoạt khác,Naê ma rim apung yok lôi yua ôi nguoân ñak chaê yuoâ tômaên tôl loi ñông rim koâng trinh kôp ñak sinh hoat kôdih yol thoi rim dö an kôp ñak sinh hoat nai
"Các cơ sở y tế, điểm trường học được xây dựng khang trang, sạch đẹp, đáp ứng tốt nhu cầu khám chữa bệnh, học tập cho con em và nhân dân ở địa phương","Rim cô sô y teâ, ñieâm tröông hok ñei pôm alöng lieâm, uoâil ieâl loi, tôgum hôgei tôdrong kham chöa ji, hok tôp aên ñe hôyoh oeng kon tôring oei cham pôlei"
"Trong những năm qua, trong thời gian giữu chức danh Phó chủ tịch UBND xã theo dự án, với sự quan tâm chỉ đạo của Thường trực Huyện uỷ, UBND huyện; sự giúp đỡ của các ngành chuyên môn; sự quan tâm phối hợp và tạo điều kiện của Đảng uỷ, HĐND, UBND, UBMTTQVN của các xã thuộc phạm vi điều chỉnh của dự án, tạo điều kiện cho các đội viên dự án tổ chức, triển khai thực hiện có hiệu quả Đề án phát triển kinh tế - xã hội của địa phương; triển khai, thực hiện tốt các chính sách theo Nghị quyết 30a của Chính phủ","Lôm lö sônaêm anu yuoâ ôu, lôm jônang jö chöc danh pho chu tich UBND xa boi dö an, ading tôdrong ngo hnhei ñông thöông trök Huyeân uy, UBND huyeân; tôdrong tôgum ñông rim nganh chuyeân moân; tôdrong ngo hnhei adring oeng aên tôdrong ñông Ñang uy, HÑND, UBND, UBMTTQVN ñông rim xa oei lôm kôbraê tôplih ñông dö an, pôm tôdrong aên rim ñoâi vieân dö an, pôlok, pônhroh pôm ôi thu yok ñeâ an pôjing kinh teâ – xa hoâi ñông cham pôlei; pônhroh pôm hôgei rim tôdrong boi Nghi quyeât 30a ñông kôpal the ñak"
"Tham gia tích cực và hoàn thành tốt một số tiêu chí theo chương trình mục tiêu quốc gia về xây dựng nông thôn mới; triển khai, thực hiện tốt các chương trình, dự án khác do Nhà nước đầu tư trên địa bàn các đội viên thực hiện dự án như: Chương trình 134, Chương trình 135, các chương trình phúc lợi khác","Adring pôm pôjaêng oeng keh kong hôgei minh ksoâ tôdrong boi Chöông trinh muk tieâu kôpal the ñak lôm tôjung pôm cham pôlei anao; pônhroh pôm hôgei rim chöông trinh, dö an nai yua kôpal tôgum lôm tôring rim ñoâi vieân pôm dö an in: chöông trinh 134, chöông trinh 135, rim chöông trinh phuc lôi nai"
"Từ đó đã góp phần làm thay đổi bộ mặt nông thôn, nâng cao đời sống vật chất và tinh thần của nhân dân, tạo niềm tin của nhân dân đối với Đảng và Nhà nước","Ñông noh jôh pôgop tôdrong pôm tôplih trong maêt cham pôlei, poâk xuoân tôdrong yaêl arih oeng nöih sôngöm ñông kon tôring, pôm tôdrong lui ñông kon tôring adring Ñang oeng kôpal"
"Vĩnh Thạnh là huyện vùng sâu, vùng xa, vùng đặc biệt khó khăn của tỉnh Bình Định","Vinh Thanh la huyeân apung koâng, apung hlo, apung pôgloh hrat tônap ñông tinh Binh Ñinh"
"Đời sống của đại bộ phận người dân ở đây còn rất nhiều khó khăn, nhất là đồng bào các dân tộc thiểu số","Tôdrong yaêl arih ñông lö naê ma oei ôu araê pôgloh lö hrat tônap, pôgloh la naê ma kon koâng"
"Trình độ dân trí thấp, cùng với đó là điều kiện tự nhiên rất khắc nghiệt, giao thông đi lại khó khăn đã cản trở rất lớn trong việc phát triển kinh tế xã hội","Trinh ñoâ bi ôi adring noh la tôdrong kôdrieâng pôgloh, trong naêm hrat tônap jôh pôm gôn pôgloh lôm tôdrong pôjing kinh teâ xa hoâi"
"Tuy nhiên, bằng những quyết sách đúng đắn của lãnh đạo huyện và sự quyết tâm vươn lên của nhân dân, trong những năm gần đây đời sống kinh tế, xã hội của huyện vùng cao này đã có những đổi thay đáng kể","Maêlei, ñông lö tôdrong pôgôl trô tro ñông pôgôl huyeân oeng tôdrong pôjaêng kjung ñông kon tôring, lôm lö sônaêm jeâ ôu, tôdrong yaêl arih kinh teâ xa hoâi ñông huyeân apung koâng anu jôh ôi lö tôdrong tôplih pôgloh"
Bài viết sau đây của Xuân Dũng ghi nhận về những đổi thay trong đời sống của đồng bào các dân tộc thiểu số huyện Vĩnh Thạnh từ các chương trình hỗ trợ của Đảng và Nhà nước,Tôdrong chih ñông rong ôu ñông Xuaân Dung khan truh lö tôdrong tôplih lôm tôdrong yaêl arih ñông naê ma kon koâng huyeân Vinh Thanh ñông rim tôdrong tôgum ñông Ñang oeng kôpal
"Những năm qua, để tạo động lực để giảm nghèo bền vững, nhất là vùng đồng bào dân tộc thiểu số, huyện Vĩnh Thạnh đã triển khai đồng bộ nhiều giải pháp trong công tác giảm nghèo, như: hỗ trợ nhà ở, đất ở, phát triển sản xuất, vay vốn tín dụng ưu đãi, đào tạo nghề cho lao động nông thôn, cấp thẻ bảo hiểm y tế… giúp hộ nghèo vươn lên ổn định cuộc sống","Lö sônaêm anu yuoâ ôu, sö pôm tôdrong tôjul dônuh kôjaêp, pôgloh la apung naê ma kon koâng, huyeân Vinh Thanh jôh pônhroh lö tôdrong lôm tôdrong tôjul dônuh in: tôgum hnam oei, the oei, pôjing cho jang, vei jeân tin jung öu ñai, pô tôp ngheâ aên naê ma cham pôlei, kôp the BHYT… tôgum unh hnam dônuh kjung alöng tôdrong yaêl arih"
"Với sự quan tâm của Đảng và Nhà nước, huyện Vĩnh Thạnh đã xây dựng và chỉ đạo thực hiện có hiệu quả Chương trình phát triển KT-XH miền núi gắn với xoá đói giảm nghèo với phương châm ""Tập trung huy động nguồn lực cho phát triển kinh tế - xã hội, nhất là đầu tư phát triển kết cấu hạ tầng kinh tế - xã hội ở khu vực miền núi""","Adring tôdrong ngo hnhei ñông Ñang oeng Kôpal, huyeân Vinh Thanh jôh tôjung pôm oeng pôgôl pôm ôi thu yok tôdrong pôjing kinh teâ xa hoâi apung koâng pôteo adring tuk bôngot dônuh adring tôdrong “Pônhoâm krao akom nguoân lök aên pôjing kinh teâ xa hoâi, pôgloh la tôgum pôjing keât caâu ha taâng kinh teâ xa hoâi oei apung koâng”"
"Nhờ sự quan tâm đó, đời sống của người dân Vĩnh Thạnh, nhất là vùng đồng bào dân tộc thiểu số đã có sự đổi mới","Yua tôdrong ngo hnhei noh, tôdrong yaêl arih ñông naê ma Vinh Thanh, pôgloh la apung naê ma kon koâng jôh ôi tôdrong tôplih"
"Toàn huyện Vĩnh Thạnh có 56 thôn đặc biệt khó khăn nên đời sống của đại bộ phận người dân còn nghèo khó, nhất là đồng bào các dân tộc thiểu số","Lôm huyeân Vinh Thanh ôi 56 thoân pôgloh hrat tônpa kôna tôdrong yaêl arih ñông lö naê ma araê dônuh, pôgloh la naê ma kon koâng"
"Với mục tiêu thúc đẩy phát triển kinh tế - xã hội ở các xã vùng khó khăn, nhằm cải thiện đời sống cho đồng bào dân tộc thiểu số, thời gian qua huyện đã triển khai kịp thời các chương trình, dự án, nguốn vốn hỗ trợ cho các xã, thôn khó khăn về phát triển sản xuất, chính sách an sinh xã hội","Adring tôdrong jôraê deâh pôjing kinh teâ xa hoâi oei rim xa apung hrat tônap, sö pôm alöng tôdrong yaêl arih aên naê ma kon koâng, jônang anu yuoâ ôu, huyeân jôh pônhroh tôtam rim chöông trinh, dö an, nguoân jeân tôgum aên rim xa, thoân hrat tônap lôm pôjing choh jang, tôdrong an sinh xa hoâi"
"Đến thăm làng Tà Điệk, xã Vĩnh Hảo, có thể dễ dàng nhận ra những đổi thay trong đời sống của đồng bào Bana ở đây từ những ngôi nhà mái ngói đỏ tươi, từ những con đường hoa được bà con trồng và chăm sóc tạo nên cảnh quang tươi mát của ngôi làng vùng cao","Truh tômang pôlei Ta Ñieâk, xa Vinh Hao, hlaêu boh ñei lö tôplih lôm tôdrong yaêl arih ñông naê ma kon koâng oei ôu ñông rim to hnam ñei lôp ngoi alöng lieâm, ñông rim to trong pôkao ñei naê ma pôtaêm oeng tôme rong pôm lech tôdrong alöng lieâm ñông pôlei apung koâng"
Điểm trường tiểu học và mầm non được đầu tư xây dựng ngay trong làng tạo điều kiện thuận lợi cho con em học tập,Ñieâm tröông tieâu hok oeng maâm non ñei tôgum pôm lôm pôlei pôm tôdrong alöng aên kon mon hok tôp
"Ngược lên xã vùng cao Vĩnh Sơn, có thể thấy được những đổi thay trong đời sống của bà con đồng bào dân tộc thiểu số ở đây","Ngöôc xuoân apung koâng Vinh Sôn, ôi tôdrong boh ñei lö tôdrong tôplih lôm tôdrong yaêl arih ñông naê ma kon koâng oei ôu"
"Những vùng đất hoang hóa trước đây giờ đã xanh lên màu xanh của mì, của lúa, của rau màu và các loại cây nguyên liệu","Lö apung the brö adrol ôu ahrei jôh ñei kse loi ñông mau kse ñông kumi, ñông ba, ñông hla nhem oeng ñông rim loai long nguyeân lieâu"
"Bà con ở đây giờ đã biết ứng dụng các tiến bộ khoa học kỹ thuật vào sản xuất, nâng cao hiệu quả kinh tế từ các loại cây trồng","Naê ma oei ôu ahrei jôh aleâ tôjung pôm rim tieân boâ KHKT tômöt choh jang, poâk xuoân thu yok kinh teâ ñông rim loai long pôtaêm"
"Đến thăm gia đình chị Đinh Thị Luận ở làng Kon Blo, xã Vĩnh Sơn - một trong những hộ vừa thoát khỏi diện hộ nghèo","Truh tômang unh hnam mai Ñinh Thi Luaân oei pôlei Kon Blo, xa Vinh Sôn – minh lôm lö unh hnam anao ñi dônuh"
"Với hơn 5 sào đất của cha mẹ cho khi mới lập gia đình, chị Luận bắt tay vào trồng keo nhưng do chu kỳ khai thác khá dài nên những năm đầu ra ở riêng, vợ chồng chị gặp nhiều khó khăn","Adring loi 05 sao the ñông mi baê aên jônang anao yok kon hnglo, mai luaân jôh pôtaêm keo maêlei yua jônang khai thac khaê ñunh kôna rim sônaêm pô tôm lech oei kôdih, yaê bok mai tôjröm lö hrat tônap"
"Với quyết tâm thoát nghèo, không trông chờ ỷ lại vào chính sách trợ cấp hộ nghèo của Nhà nước, vợ chồng chị bỏ công khai hoang vỡ hóa, vừa trồng rừng vừa trồng các loại cây cho thu hoạch hàng năm như mì, đót","Adring tôdrong waê ñi dônuh, bi goâ tômöt tôdrong tôgum unh hnam dônuh ñông kôpal, yaê bok mai tuk koâng möih bri, böa pôtaêm bri böa pôtaêm rim loai long aên thu yok rim sônaêm in ku mi, bôi lôi"
"Từ chỗ là hộ nghèo, đến nay vợ chồng chị Luận đã phát triển quỹ đất của gia đình mình lên 2 ha, thu nhập mỗi năm trên 100 triệu đồng từ cây mì, bời lời và đót, chưa kể gần 1 ha keo, khoảng 5 năm khai thác một lần","Ñông dô no la unh hnam dônuh, truh ahrei yaê bok mai Luaân jôh pôjing quy the ñông unh hnam kjung 02 ha, thu yok minh sônaêm loi 100 trieâu ñoâng ñông long kumi, bôlôi, ñim khan jeâ 01 hecta keo, khoang 05 sônaêm khai thac minh maêng"
"Những năm gần đây, huyện Vĩnh Thạnh đã triển khai đồng bộ, kịp thời các chương trình, chính sách dân tộc của Chính phủ","Lö sônaêm jeâ ôu, huyeân Vinh Thanh jôh pônhroh lö tôdrong, tôtaêm rim chöông trinh, tôdrong kon koâng ñông kôpal the ñak"
"Đặc biêt thông qua các chương trình mục tiêu quốc gia và các chính sách dân tộc, cơ sở hạ tầng thiết yếu ở miền núi vùng đồng bào dân tộc được quan tâm đầu tư","Pôgloh thoi kua rim chöông trinh muk teâi kôpal the ñak oeng rim tôdrong kon koâng, cô sô ha taâng oei apung koâng apung naê ma kon koâng ñei ngo hnhei tôgum"
"Trong 5 năm qua, huyện Vĩnh Thạnh đã đầu tư 494 tỷ đồng thực hiện các chương trình, chính sách, dự án đối với vùng đồng bào dân tộc thiểu số và miền núi","Lôm 05 sônaêm anu yuoâ ôu, huyeân Vinh Thanh jôh tôgum 494 ty ñoâng pôm rim chöông trinh, chinh sach, dö an adring apung naê ma kon koâng oeng apung koâng"
"Việc triển khai thực hiện các chương trình, dự án mà trong đó tiêu biểu là Chương trình mục tiêu quốc gia giảm nghèo bền vững và các chính sách giảm nghèo thời gian qua ở huyện Vĩnh Thạnh luôn có sự phối hợp tốt giữa các cấp, các ngành trong quá trình tổ chức thực hiện","Tôdrong pônhroh pôm rim chöông trinh, dö an maê lôm noh pôgloh la chöông trinh muk tieâu kôpal the ñak tôjul dônuh kôjaêp oeng rim tôdrong tôjul dônuh jônang anu yuoâ ôu oei huyeân Vinh Thanh dach ôi tôdrong adring hôgei lôm rim kôp, rim nganh lôm jônang pôlok pôm"
